candidate_id,question_id,domain,question,pmid,title,abstract,relevance,confidence,exclusion_reason,reviewer_notes
Q027-C022,Q027,endocrinology,What evidence links vitamin D signaling to immune regulation in autoimmune thyroid disease?,34015387,Vitamin D status in Hashimoto's thyroiditis and its association with vitamin D receptor genetic variants.,"BACKGROUND: Hashimoto's thyroiditis (HT) is considered the predominant cause of hypothyroidism in iodine sufficient countries. The deficiency of 25-OH-vitamin D3 serum level and the variation of vitamin D receptor (VDR) gene were implicated in a number of autoimmune disorders. This study aimed to test the hypothesis linking between VDR FokI and BsmI variants and HT, in addition to explain their impact on 25-OH-vitamin D3 serum level. MATERIALS AND METHODS: Cross sectional study included 160 hypothyroid subjects, 112 patients with HT and 48 hypothyroid non-HT controls. They were diagnosed based on anti-TPO Ab and or anti-TG Ab results. All cases were subjected to full history taking, thyroid ultrasound examination and a panel of assays (TSH, f.T3, f.T4, anti-TPO Ab, anti-TG Ab, calcium, alkaline phosphatase and phosphate). Serum 25-OH-vitamin D3 was assayed using HPLC-UV method. VDR variants (FokI and BsmI) were genotyped using real-time PCR. RESULTS: FokI AA genotype was statistically higher in HT patients than control group (P value = 0.02) with subsequently higher serum 25-OH-vitamin D3 level in comparison to all other genotypes (P value = 0.039). Serum 25-OH-vitamin D3 level was statistically indifferent between HT and control group (P value = 0.223). A statistically significant increase in total thyroid volume was observed in HT group (P value = 0.002). CONCLUSION: FokI AA genotype is more associated with HT in Egyptian patients compared to hypothyroid non-HT controls. Moreover, patients with FokI AA genotype have statistically higher levels of 25-OH-vitamin D3 suggesting VDR dysfunction even in patients expressing normal level of vitamin D.",1,3,,"Cross-sectional study associates the VDR FokI genotype with Hashimoto's and suggests possible receptor dysfunction, but does not directly evaluate immune-cell regulation or inflammatory mediators."
Q028-C001,Q028,oncology,Which genes mediate a 2-hop path between EGFR activation and resistance to apoptosis?,29115423,Apoptosis in human liver carcinoma caused by gold nanoparticles in combination with carvedilol is mediated via modulation of MAPK/Akt/mTOR pathway and EGFR/FAAD proteins.,"In cancers, apoptosis signaling pathways and cell survival and growth pathways responsible for resistance to conventional treatments, such as Pi3K/Akt/mTOR and mitogen-activated protein kinase (MAPK) become dysregulated. Recently, alternative treatments to promote tumor cell death have become important. The present study reports on the antitumor and cytoprotective action of gold nanoparticles (GNPs) and carvedilol in combination and in isolated application. Apoptosis was analyzed by FITC/propidium iodide staining flow cytometry; caspase-3, caspase-8, Bcl-2 and MAPK/ERK activity by immunofluorescence microscopy; gene expression of proteins related to cell death as Akt, mTOR, EGFR, MDR1, survivin, FADD and Apaf, by the real-time PCR; and western blot analysis for MAPK/ERK, Akt and mTOR. Oxidative stress evaluation was performed by reduced glutathione (GSH) and malondialdehyde (MDA) levels. Intracellular GNPs targets were identified by transmission electron microscopy. After exposure to a combination of GNPs (6.25 microg/ml) and carvedilol (3 microM), death as promoted by apoptosis was detected using flow cytometry, for expression of pro-apoptotic proteins FADD, caspase-3, caspase-8 and sub-regulation of anti-apoptotic MAPK/ERK, Akt, mTOR, EGFR and MDR1 resistance. Non-tumor cell cytoprotection with GSH elevation and MDA reduction levels was detected. GNPs were identified within the cell near to the nucleus when combined with carvedilol. The combination of GNP and carvedilol promoted downregulation of anti-apoptotic and drug resistance genes, over-regulation of pro-apoptotic proteins in tumor cells, as well as cytoprotection of non-tumor cells with reduction of apoptosis and oxidative stress.",1,3,,"Combined treatment co-downregulated EGFR, MAPK/ERK, AKT, mTOR, and MDR1 while inducing apoptosis, but it did not establish which gene causally mediates EGFR-driven apoptosis resistance."
Q028-C002,Q028,oncology,Which genes mediate a 2-hop path between EGFR activation and resistance to apoptosis?,29108234,Metapristone (RU486 metabolite) suppresses NSCLC by targeting EGFR-mediated PI3K/AKT pathway.,"Therapies targeting epidermal growth factor receptor (EGFR) can effectively treat with non-small cell lung cancer (NSCLC), but NSCLC's drug resistance makes it intractable. Herein, we showed that RU486 metabolite metapristone inhibited the proliferation of various NSCLC cell lines with either wild (A549, H1299, H520) or mutated EGFR (H1975, HCC827). The suppression was resulted from inhibition by metapristone of EGFR signaling pathways through down-regulating the EGFR, PTEN, as well as AKT and ERK proteins. In addition, metapristone inhibited anti-apoptotic marker Bcl-2, and activated pro-apoptotic key signaling proteins caspase-3, and poly (ADP-ribose) polymerase. Metapristone induced A549 and H1975 cell cycle via arrest at the G0-G1 stage. What's more, metapristone inhibited the growth of NSCLC xenografts in BALB/c nude mice through decreasing the expression of tumor growth biomarkers PCNA and EGFR. Taken together, the present study demonstrated that metapristone suppressed NSCLC proliferation by promoting apoptosis via decrease the cellular EGFR-mediated PI3K/AKT pathways. The results suggest metapristone a new treatment for EGFR-overexpressed NSCLC.",1,3,,"EGFR pathway suppression was associated with reduced AKT/ERK and BCL2 and increased apoptosis in NSCLC, supporting candidate pathway components without directly testing mediation from EGFR activation."
Q028-C003,Q028,oncology,Which genes mediate a 2-hop path between EGFR activation and resistance to apoptosis?,29455644,miR-19b enhances proliferation and apoptosis resistance via the EGFR signaling pathway by targeting PP2A and BIM in non-small cell lung cancer.,"BACKGROUND: Epidermal growth factor receptor (EGFR) mutations enable constitutive active downstream signaling of PI3K/AKT, KRAS/ERK and JAK/STAT pathways, and promote tumor progression by inducing uncontrolled proliferation, evasion of apoptosis and migration of non-small cell lung cancer (NSCLC). In addition, such EGFR mutations increase the susceptibility of patients with NSCLC to tyrosine kinase inhibitor (TKI) therapy, but treated patients will invariably relapse with resistant disease. A global understanding of underlying molecular mechanisms of EGFR signaling may improve the management of NSCLC patients. METHODS: microarray analysis was performed to identify PI3K/AKT-regulated miRNAs. Phosphoproteomic analysis and cell based assays were performed using NSCLC cell lines lentivirally transduced with anti-miR or miR overexpressing constructs. RESULTS: Here, we show that 17 miRNAs including members of the miR-17~ 92 cluster are dysregulated following PI3K/AKT inhibition of EGFR mutant NSCLC cells. Bioinformatics analysis revealed that dysregulated miRNAs act in a concerted manner to enhance the activity of the EGFR signaling pathway. These findings were closely mirrored by attenuation of miR-17~ 92 family member miR-19b in NSCLC cell lines which resulted in reduced phosphorylation of ERK, AKT and STAT and effector proteins in EGFR mutant NSCLC cells. Consistent with this finding, cell cycle progression, clonogenic growth and migration were reduced and apoptosis was enhanced. Co-treatment of NSCLC cells with the tyrosine kinase inhibitor (TKI) gefitinib and anti-miR-19b construct reduced migration and clonogenic growth in a synergistic manner suggesting that EGFR and miR-19b act together to control oncogenic processes. Serine/threonine phosphatase PP2A subunit PPP2R5E and BCL2L11 encoding BIM were identified as major targets of miR-19b by target validation assays. Consistent with this finding, PP2A activity was strongly enhanced in NSCLC transduced with anti-miR-19b construct, but not in cells co-transduced with anti-miR-19b and shPPP2R5E, suggesting that PPP2R5E is a major constituent of the PP2A complex. Accordingly, enhanced proliferation by miR-19b was due to targeting PPP2R5E. In contrast, apoptosis resistance was mainly due to targeting BCL2L11. CONCLUSION: Our results provide insight into the importance of targeting PPP2R5E and BCL2L11 by miR-19b in oncogenic processes of NSCLC. Attenuation of miR-19b expression could potentially be exploited in adjuvant therapy of EGFR mutant NSCLC.",2,3,,Directly links activated EGFR-PI3K/AKT signaling to miR-19b and shows through anti-miR and target-validation experiments that miR-19b promotes apoptosis resistance mainly by targeting BCL2L11/BIM.
Q028-C004,Q028,oncology,Which genes mediate a 2-hop path between EGFR activation and resistance to apoptosis?,26202948,"Notch Pathway Inhibition Using PF-03084014, a gamma-Secretase Inhibitor (GSI), Enhances the Antitumor Effect of Docetaxel in Prostate Cancer.","PURPOSE: To investigate the efficacy and mechanisms of Notch signaling inhibition as an adjuvant to docetaxel in castration-resistant prostate cancer (CRPC) using a gamma-secretase inhibitor (GSI), PF-03084014. EXPERIMENTAL DESIGN: The effect of PF-03084014 on response to docetaxel was evaluated in docetaxel-sensitive and docetaxel-resistant CRPC cell lines in vitro and in murine models. Both soft tissue and bone sites were evaluated in vivo. Impacts on cell proliferation, apoptosis, cancer stem cells, and angiogenesis were evaluated. RESULTS: The combination of PF-03084014 plus docetaxel reduced both docetaxel-sensitive and docetaxel-resistant CRPC tumor growth in soft tissue and bone greater than either agent alone. Antitumor activity was associated with PF-03084014-induced inhibition of Notch pathway signaling; decreased survival signals (cyclin E; MEK/ERK, PI3K/AKT, EGFR and NF-kappaB pathway; BCL-2, BCL-XL); increased apoptotic signals (BAK, BAX; cleaved caspase-3); reduced microvessel density; reduced epithelial-mesenchymal transition; and reduced cancer stem-like cells in the tumor. CONCLUSIONS: These results reveal that PF-03084014 enhances docetaxel-mediated tumor response and provides a rationale to explore GSIs as adjunct therapy in conjunction with docetaxel for men with CRPC.",0,3,no_usable_evidence,"Notch inhibition altered EGFR, PI3K/AKT, BCL2-family proteins, and apoptosis concurrently, but no EGFR-to-apoptosis-resistance mediator was tested."
Q028-C005,Q028,oncology,Which genes mediate a 2-hop path between EGFR activation and resistance to apoptosis?,19850869,Differential induction of apoptosis in HER2 and EGFR addicted cancers following PI3K inhibition.,"Non-small cell lung cancers with activating mutations in the epidermal growth factor receptor (EGFR) are highly responsive to EGFR tyrosine kinase inhibitors (TKIs), such as gefitinib and erlotinib. Such cancers are ""addicted"" to EGFR, and treatment with a TKI invariably leads to down-regulation of the PI3K-AKT-mTOR and MEK-ERK signaling pathways, resulting in apoptosis. Using a dual PI3K-mTOR inhibitor, NVP-BEZ235, we evaluated whether PI3K-mTOR inhibition alone induced apoptosis in these cancers. In contrast to HER2-amplified breast cancers, we found that PI3K-mTOR inhibition did not promote substantial apoptosis in the EGFR mutant lung cancers. However, blocking both PI3K-mTOR and MEK simultaneously led to apoptosis to similar levels as the EGFR TKIs, suggesting that down-regulation of these pathways may account for much of the apoptosis promoted by EGFR inhibition. In EGFR mutant lung cancers, down-regulation of both intracellular pathways converged on the BH3 family of proteins regulating apoptosis. PI3K inhibition led to down-regulation of Mcl-1, and MEK inhibition led to up-regulation of BIM. In fact, down-regulation of Mcl-1 by siRNA was sufficient to sensitize these cancers to single-agent MEK inhibitors. Surprisingly, an AKT inhibitor did not decrease Mcl-1 levels, and when combined with MEK inhibitors, failed to induce apoptosis. Importantly, we observed that the combination of PI3K-mTOR and MEK inhibitors effectively shrunk tumors in a transgenic and xenograft model of EGFR T790M-L858R cancers. These data indicate simultaneous inhibition of PI3K-mTOR and MEK signaling is an effective strategy for treating EGFR mutant lung cancers, including those with acquired resistance to EGFR TKIs.",2,3,,"Mechanistically shows that EGFR-dependent survival converges through PI3K-mTOR control of MCL1 and MEK control of BIM/BCL2L11; simultaneous pathway inhibition induces apoptosis, and MCL1 knockdown sensitizes cells."
Q028-C006,Q028,oncology,Which genes mediate a 2-hop path between EGFR activation and resistance to apoptosis?,16226704,The BAD protein integrates survival signaling by EGFR/MAPK and PI3K/Akt kinase pathways in PTEN-deficient tumor cells.,"Tumor cells with mutated PTEN proliferate in an EGFR-independent manner. Induction of PTEN sensitizes cells to EGFR inhibition, and the combination causes synergistic apoptosis. Synergy is due to inhibition of two parallel pathways that phosphorylate the proapoptotic protein BAD at distinct sites. Serine 112 phosphorylation is EGFR/MEK/MAPK dependent, whereas serine 136 phosphorylation is PI3K/Akt dependent. Either phosphorylation is sufficient to sequester BAD to 14-3-3. BAD is released and apoptosis is induced only if both serines are dephosphorylated in response to inhibition of both pathways. Reduction of BAD expression by RNA interference prevents apoptosis in response to pathway inhibition. Thus, BAD integrates the antiapoptotic effects of both pathways. Combined inhibition of EGFR and PI3K signaling may be a useful therapeutic strategy.",2,3,,Directly demonstrates that EGFR/MEK/MAPK-dependent phosphorylation of BAD at Ser112 sequesters BAD and prevents apoptosis; BAD knockdown confirms its required mediator role.
Q028-C007,Q028,oncology,Which genes mediate a 2-hop path between EGFR activation and resistance to apoptosis?,35402265,Bax/Bcl-2 Cascade Is Regulated by the EGFR Pathway: Therapeutic Targeting of Non-Small Cell Lung Cancer.,"Non-small cell lung carcinoma (NSCLC) comprises 80%-85% of lung cancer cases. EGFR is involved in several cancer developments, including NSCLC. The EGFR pathway regulates the Bax/Bcl-2 cascade in NSCLC. Increasing understanding of the molecular mechanisms of fundamental tumor progression has guided the development of numerous antitumor drugs. The development and improvement of rationally planned inhibitors and agents targeting particular cellular and biological pathways in cancer have been signified as a most important paradigm shift in the strategy to treat and manage lung cancer. Newer approaches and novel chemotherapeutic agents are required to accompany present cancer therapies for improving efficiency. Using natural products as a drug with an effective delivery system may benefit therapeutics. Naturally originated compounds such as phytochemicals provide crucial sources for novel agents/drugs and resources for tumor therapy. Applying the small-molecule inhibitors (SMIs)/phytochemicals has led to potent preclinical discoveries in various human tumor preclinical models, including lung cancer. In this review, we summarize recent information on the molecular mechanisms of the Bax/Bcl-2 cascade and EGFR pathway in NSCLC and target them for therapeutic implications. We further described the therapeutic potential of Bax/Bcl-2/EGFR SMIs, mainly those with more potent and selectivity, including gefitinib, EGCG, ABT-737, thymoquinone, quercetin, and venetoclax. In addition, we explained the targeting EGFR pathway and ongoing in vitro and in vivo and clinical investigations in NSCLC. Exploration of such inhibitors facilitates the future treatment and management of NSCLC.",1,3,,Review-level evidence specifically discussing regulation of the BAX/BCL2 apoptotic cascade by the EGFR pathway in NSCLC.
Q028-C008,Q028,oncology,Which genes mediate a 2-hop path between EGFR activation and resistance to apoptosis?,15225643,The phosphorylation status and anti-apoptotic activity of Bcl-2 are regulated by ERK and protein phosphatase 2A on the mitochondria.,"Bcl-2 protein play important roles in the regulation of apoptosis. We previously reported that the phosphorylation of Bcl-2 was augmented by treatment with protein phosphatase 2A (PP2A) inhibitor; however, the kinase responsible for Bcl-2 phosphorylation had not yet been identified. In this study, we identified extracellular-signal-regulated kinase (ERK) as the responsible kinase for the phosphorylation of Bcl-2. We also found that the transmembrane region (TM) deleted form of Bcl-2 (Bcl-2DeltaTM), which was unable to localize on the mitochondria was constitutively phosphorylated, whereas wild-type Bcl-2 that localized on the mitochondria, was present in its hypophosphorylated form. The phosphorylation of Bcl-2DeltaTM was retarded by treatment with MAP kinase ERK kinase (MEK) inhibitor and PP2A did not bind to Bcl-2DeltaTM. These observations suggest that Bcl-2DeltaTM is constitutively phosphorylated by ERK, but is not dephosphorylated by PP2A in human tumor cell lines. The phosphorylation of Bcl-2 resulted in a reduction in anti-apoptotic function, implying that dephosphorylation promoted the anti-apoptotic activity of Bcl-2 protein in human tumor cell lines. Thus, the present findings suggest that ERK and PP2A are physiological regulators of Bcl-2 phosphorylation, and these enzymes exert an influence on the anti-apoptotic function of Bcl-2.",1,3,,"Establishes ERK and PP2A regulation of BCL2 phosphorylation and anti-apoptotic activity, providing a downstream segment of a possible EGFR-ERK-BCL2 path, but EGFR was not tested."
Q028-C009,Q028,oncology,Which genes mediate a 2-hop path between EGFR activation and resistance to apoptosis?,21511051,Targeting survivin in cancer: the cell-signalling perspective.,"Survivin, a prominent anticancer target, is ubiquitously expressed in a plethora of cancers and the evolving complexity in functional regulation of survivin is yet to be deciphered. However, pertaining to the recent studies, therapeutic modulation of survivin is critically regulated by interaction with prominent cell-signalling pathways [HIF-1alpha, HSP90, PI3K/AKT, mTOR, ERK, tumour suppressor genes (p53, PTEN), oncogenes (Bcl-2, Ras)] and a wide range of growth factors (EGFR, VEGF, among others). In our article we discuss, in detail, an overview of the recent developments in the pharmacological modulation of survivin via cell-signalling paradigms and antisurvivin therapeutics, along with an outlook on therapeutic management of survivin in drug-resistant cancers.",1,3,,"Review-level context connects survivin regulation with EGFR and downstream PI3K/AKT, mTOR, and ERK signaling, but does not directly establish a two-hop causal path."
Q028-C010,Q028,oncology,Which genes mediate a 2-hop path between EGFR activation and resistance to apoptosis?,18454859,Expression of HER-2 in MCF-7 breast cancer cells modulates anti-apoptotic proteins Survivin and Bcl-2 via the extracellular signal-related kinase (ERK) and phosphoinositide-3 kinase (PI3K) signalling pathways.,"BACKGROUND: The oncoprotein HER-2 is over-expressed and/or has undergone gene amplification in between 20 to 30% of breast and ovarian cancers. HER-2 amplified breast cancer is associated with a poor prognosis and increased resistance to chemo- and hormonal therapy. Data supporting the transforming potential of HER-2 are irrefutable but the mechanism by which HER-2 contributes to this process is complex and a unified model of HER2-induced increased cell proliferation and survival has not emerged.To understand the initial event(s) that take place by HER-2 over expression, we studied the effect of short term induction of HER-2 expression in the MCF7 breast cancer cell line. METHODS: We examined the modulation of apoptotic pathways by tetracycline-regulated HER-2 expression for 48 hrs in the MCF7 breast cancer cell line. Specific inhibitors were used to determine signalling pathways that are required for HER-2 induced up-regulation of survivin. RESULTS: Tetracycline regulated short term over expression of HER-2 in the MCF7 cell line increased the antiapoptotic proteins Bcl-2 and survivin levels. Significant increase of extracellular signal-related kinase (ERK) activation but not AKT1, AKT2 and STAT3 was observed in HER-2 over-expressing MCF7 cells. Specific inhibitors of ERK, and phosphoinositide-3 kinase (PI3K), inhibited the HER-2 induced up-regulation of survivin. We did not observe a change in survivin and NF-kappaB promoter activity in HER-2 expressing MCF7 cells. CONCLUSION: Our results indicate that short term over expression of HER-2 up regulates antiapoptotic proteins Bcl-2 and survivin in MCF7 cells. We determined that survivin is up-regulated via ERK activation and PI3K signalling. Additionally we show that survivin up-regulation is not at transcriptional level. These data provide insight into the mechanism(s) by which induction of HER-2 over expression up-regulates survivin and Bcl-2 and identifies new targets for therapy of breast cancer.",1,3,,"Directly identifies ERK/PI3K-dependent upregulation of survivin and BCL2 by HER2, offering an informative related ERBB-receptor model, but it studies HER2 rather than EGFR."
Q028-C011,Q028,oncology,Which genes mediate a 2-hop path between EGFR activation and resistance to apoptosis?,42191394,MLH1 silencing reprograms PI3K/AKT and JAK/STAT signaling to enhance 5-Fluorouracil sensitivity in colorectal cancer cells.,"BACKGROUND/AIM: This study aimed to evaluate the anticancer efficacy of 5-Fluorouracil (5-FU) in Caco-2 human colorectal adenocarcinoma cells treated with siRNA-mediated MLH1 gene inhibition, in terms of cell viability, apoptosis, and related gene/protein expression. MATERIALS AND METHODS: Caco-2 cells were treated with a dose of 10 microM 5-FU. Cell viability was assessed by CVDK-8 analysis, and apoptosis was determined by flow cytometry using Annexin V-FITC/PI staining. Expression levels of MLH1, CDK2, CDK4, CDK5, CDK6, PTEN, EGFR, mTOR, PI3K, AKT3, ERK, PARP1, and GAPDH genes were examined by RT-qPCR analysis. Protein expression levels were analyzed using Western blot for PI3K, p-AKT, AKT1, mTOR, MAPK-p38, Caspase-3, Bcl-2, STAT3, JAK2, MLH1, MDR1, p53, and proteins; beta-Actin was used as an internal control. RESULTS: CVDK-8 analysis showed that application of 10 microM 5-FU significantly reduced cell viability in Caco-2 cells. Flow cytometry results revealed a significant increase in both early- and late-apoptotic cell populations following 5-FU treatment. DISCUSSION: Gene and protein expression analyses showed significant changes in signaling pathways associated with apoptosis and cell proliferation. In this study, the effects of combining MLH1 gene silencing with 5-FU on colorectal cancer cells were comprehensively evaluated using Cell viability, RT-qPCR, flow cytometry, and Western blot analyses. It was determined that the combined application significantly reduced cell viability and increased apoptosis. Molecular-level findings on gene and protein expression support this effect. The results suggest that MLH1 gene silencing may increase sensitivity to 5-FU, offering a potential combination therapy approach in colorectal cancer.",0,3,wrong_context,Examines MLH1 silencing and 5-fluorouracil sensitivity in colorectal cells; EGFR is only one of many expression measurements and EGFR activation is not linked mechanistically to apoptosis resistance.
Q028-C012,Q028,oncology,Which genes mediate a 2-hop path between EGFR activation and resistance to apoptosis?,36938944,Role of identified proteins in the proteome profiles of CDK4/6 inhibitor-resistant breast cancer cell lines.,"Abemaciclib (Ab) and palbociclib (Pb) are CDK4/6 inhibitors used to cure advanced breast cancer (BC). However, acquired resistance is a major challenge. The molecular mechanisms and signature proteins of therapy resistance for Ab and Pb drugs need to be explored. Here we developed resistant cells for Ab and Pb drugs in MCF-7 cell lines and explored the mechanisms and signature proteins of therapy resistance in BC. Proteome profiling was performed using the label-free proteome-orbitrap-fusion-MS-MS technique. Gene ontology (GO)-terms, KEGG pathways and network analysis were performed for the proteome data. Drug-resistant cells showed increased drug tolerance, enhanced colony formation potential and an increased gap-healing tendency for the respective drug. Up-regulation of survival genes (BCL-2 and MCL-1) and down-regulation of apoptosis inducers were observed. Drug-resistance markers (MDR-1 and ABCG2 (BCRP)) along with ESR-1, CDK4, CDK6, and cyclin-D1 genes were up-regulated in resistant cells. A total of 237 and 239 proteins were found to be differentially expressed in the Ab and Pb-resistant cells, respectively. Down-regulated proteins induce apoptosis signalling and nucleotide metabolisms and restrict EGFR signalling; however, up-regulated proteins induce Erk, wnt-beta-catenin, VEGFR-PI3K-AKT, glucose transportation, and hypoxia signalling pathways and regulate hydrogen peroxide signalling pathways. The panel of identified proteins associated with these pathways might have characteristics of molecular signature and new drug targets for overcoming drug resistance in breast cancer.",0,3,no_usable_evidence,Proteomic study of CDK4/6 inhibitor resistance reports survival genes and EGFR-related pathway annotations but does not test an EGFR activation-to-apoptosis-resistance path.
Q028-C013,Q028,oncology,Which genes mediate a 2-hop path between EGFR activation and resistance to apoptosis?,40603821,KDM3A Modulates Trastuzumab Resistance in HER2- Positive Breast Cancer Cells via the PI3K/AKT/ERK Pathway.,"Trastuzumab (TRA) is a key therapeutic agent for HER2-positive breast cancer (HER2+BC), effectively suppressing tumor progression. However, its prolonged use has led to the development of TRA resistance in many patients, worsening their clinical outcomes. Lysine-specific histone demethylase 3A (KDM3A) is known to be overexpressed in BC cells, contributing to enhanced proliferation, invasion, and migration. However, its involvement in TRA resistance in HER2+BC remains poorly understood. This study demonstrated TRA-resistant HER2+BC cell models and knocked down the expression of KDM3A to investigate its role and underlying mechanisms. The findings revealed that KDM3A expression was markedly upregulated in TRA-resistant cells and was associated with increased levels of AKT, ERK1/2, HER2, and their phosphorylated forms (p-AKT, p-ERK1/2, and p-HER2). KDM3A silencing suppressed cell survival, invasion, and migration, induced apoptosis, and arrested the cell cycle in the G0/G1 phase. Further analysis revealed that KDM3A silencing decreased mRNA and protein levels of PI3K, AKT, ERK1/2, HER2, and BCL-2 while increasing BAX expression. Protein phosphorylation levels of AKT, ERK1/2, and HER2 were also reduced. These results indicate that KDM3A contributes to TRA resistance in HER2+BC cells via the PI3K/AKT/ERK pathway, suggesting its potential as a therapeutic target for overcoming TRA resistance in HER2+BC.",0,3,wrong_entity,"KDM3A is studied as a mediator of trastuzumab resistance through HER2/PI3K/AKT/ERK signaling, not as a mediator downstream of EGFR activation."
Q028-C014,Q028,oncology,Which genes mediate a 2-hop path between EGFR activation and resistance to apoptosis?,16854453,Roles of the RAF/MEK/ERK and PI3K/PTEN/AKT pathways in malignant transformation and drug resistance.,"The Ras/Raf/MEK/ERK and PI3K/PTEN/AKT signaling cascades play critical roles in the transmission of signals from growth factor receptors to regulate gene expression and prevent apoptosis. Components of these pathways are mutated or aberrantly expressed in human cancer (e.g., Ras, B-Raf, PI3K, PTEN, Akt). Also, mutations occur at genes encoding upstream receptors (e.g., EGFR and Flt-3) and chimeric chromosomal translocations (e.g., BCR-ABL) which transmit their signals through these cascades. These pathways interact with each other to regulate growth and in some cases tumorigenesis. For example, in some cells, PTEN mutation may contribute to suppression of the Raf/MEK/ERK cascade due to the ability of elevated activated Akt levels to phosphorylate and inactivate Raf-1. We have investigated the genetic structures and functional roles of these two signaling pathways in the malignant transformation and drug resistance of hematopoietic, breast and prostate cancer cells. Although both of these pathways are commonly thought to have anti-apoptotic and drug resistance effects on cells, they display different cell-lineage-specific effects. Induced Raf expression can abrogate the cytokine dependence of certain hematopoietic cell lines (FDC-P1 and TF-1), a trait associated with tumorigenesis. In contrast, expression of activated PI3K or Akt does not abrogate the cytokine dependence of these hematopoietic cell lines, but does have positive effects on cell survival. However, activated PI3K and Akt can synergize with activated Raf to abrogate the cytokine dependence of another hematopoietic cell line (FL5.12) which is not transformed by activated Raf expression by itself. Activated Raf and Akt also confer a drug-resistant phenotype to these cells. Raf is more associated with proliferation and the prevention of apoptosis while Akt is more associated with the long-term clonogenicity. In breast cancer cells, activated Raf conferred resistance to the chemotherapeutic drugs doxorubicin and paclitaxel. Raf induced the expression of the drug pump Mdr-1 (a.k.a., Pgp) and the Bcl-2 anti-apoptotic protein. Raf did not appear to induce drug resistance by altering p53/p21Cip-1 expression, whose expression is often linked to regulation of cell cycle progression and drug resistance. Deregulation of the PI3K/PTEN/Akt pathway was associated with resistance to doxorubicin and 4-hydroxyl tamoxifen, a chemotherapeutic drug and estrogen receptor antagonist used in breast cancer therapy. In contrast to the drug-resistant breast cancer cells obtained after overexpression of activated Raf, cells expressing activated Akt displayed altered (decreased) levels of p53/p21Cip-1. Deregulated expression of the central phosphatase in the PI3K/PTEN/Akt pathway led to breast cancer drug resistance. Introduction of mutated forms of PTEN, which lacked lipid phosphatase activity, increased the resistance of the MCF-7 cells to doxorubicin, suggesting that these lipid phosphatase deficient PTEN mutants acted as dominant negative mutants to suppress wild-type PTEN activity. Finally, the PI3K/PTEN/Akt pathway appears to be more prominently involved in prostate cancer drug resistance than the Raf/MEK/ERK pathway. Some advanced prostate cancer cells express elevated levels of activated Akt which may suppress Raf activation. Introduction of activated forms of Akt increased the drug resistance of advanced prostate cancer cells. In contrast, introduction of activated forms of Raf did not increase the drug resistance of the prostate cancer cells. In contrast to the results observed in hematopoietic cells, Raf may normally promote differentiation in prostate cells which is suppressed in advanced prostate cancer due to increased expression of activated Akt arising from PTEN mutation. Thus in advanced prostate cancer it may be advantageous to induce Raf expression to promote differentiation, while in hematopoietic cancers it may be beneficial to inhibit Raf/MEK/ERK-induced proliferation. These signaling and anti-apoptotic pathways can have different effects on growth, prevention of apoptosis and induction of drug resistance in cells of various lineages which may be due to the expression of lineage-specific factors.",1,3,,"Review-level context describes EGFR signaling through RAF/MEK/ERK and PI3K/AKT pathways to prevent apoptosis and discusses downstream BCL2, but is not a focused test of the requested path."
Q028-C015,Q028,oncology,Which genes mediate a 2-hop path between EGFR activation and resistance to apoptosis?,28938696,The molecular mechanisms of chemoresistance in cancers.,"Overcoming intrinsic and acquired drug resistance is a major challenge in treating cancer patients because chemoresistance causes recurrence, cancer dissemination and death. This review summarizes numerous molecular aspects of multi-resistance, including transporter pumps, oncogenes (EGFR, PI3K/Akt, Erk and NF-kappaB), tumor suppressor gene (p53), mitochondrial alteration, DNA repair, autophagy, epithelial-mesenchymal transition (EMT), cancer stemness, and exosome. The chemoresistance-related proteins are localized to extracellular ligand, membrane receptor, cytosolic signal messenger, and nuclear transcription factors for various events, including proliferation, apoptosis, EMT, autophagy and exosome. Their cross-talk frequently appears, such as the regulatory effects of EGFR-Akt-NF-kappaB signal pathway on the transcription of Bcl-2, Bcl-xL and survivin or EMT-related stemness. It is essential for the realization of the target, individualized and combine therapy to clarify these molecular mechanisms, explore the therapy target, screen chemosensitive population, and determine the efficacy of chemoreagents by cell culture and orthotopic model.",1,3,,"Broad review explicitly describes EGFR-AKT-NF-kappaB regulation of BCL2, BCL2L1/BCL-XL, and survivin in chemoresistance, providing candidate genes but not direct focused experimentation."
