candidate_id,question_id,pmid,rater_1_relevance,rater_2_relevance,rater_3_relevance,final_relevance,method,notes
Q011-C020,Q011,31205529,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q011-C021,Q011,35731713,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q011-C022,Q011,29465545,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q012-C001,Q012,38695373,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q012-C002,Q012,11755003,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q012-C003,Q012,30874945,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q012-C004,Q012,39725872,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q012-C005,Q012,32087283,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q012-C006,Q012,30087595,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q012-C007,Q012,28127589,1,0,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/0/1.
Q012-C008,Q012,35130907,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q012-C009,Q012,39322063,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q012-C010,Q012,35264247,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q012-C011,Q012,31822279,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q012-C012,Q012,36835494,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q012-C013,Q012,29669582,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q012-C014,Q012,34813026,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q012-C015,Q012,38507186,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q012-C016,Q012,38098004,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q012-C017,Q012,26207229,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q012-C018,Q012,40640358,2,0,1,1,internal-ai-tie-adjudicator:gpt-5.6-sol,"Three-way AI tie r1/r2/r3=2/0/1; independent gpt-5.6-sol decision, confidence=3: Studies microglial exosomes in AD models and measures IL-6, IL-1β, and TNF-α, but does not test these cytokines as mediators of microglial activation."
Q012-C019,Q012,39800461,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q012-C020,Q012,38824976,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q012-C021,Q012,40651688,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q012-C022,Q012,31001075,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q012-C023,Q012,16055942,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q012-C024,Q012,31580243,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q013-C001,Q013,36982171,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q013-C002,Q013,29530884,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q013-C003,Q013,38513436,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q013-C004,Q013,35930089,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q013-C005,Q013,31479722,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q013-C006,Q013,39565386,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q013-C007,Q013,36205734,1,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/0/0.
Q013-C008,Q013,36017088,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q013-C009,Q013,41760861,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q014-C001,Q014,39867028,1,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/0/0.
Q014-C002,Q014,28199814,1,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/0/0.
Q014-C003,Q014,32561292,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q014-C004,Q014,27931982,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q014-C005,Q014,31375130,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q014-C006,Q014,34630419,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q014-C007,Q014,37014106,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q014-C008,Q014,30002661,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q014-C009,Q014,24453498,1,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/0/0.
Q014-C010,Q014,33741556,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q014-C011,Q014,35631449,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q014-C012,Q014,39354368,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q015-C001,Q015,33684134,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q015-C002,Q015,35420680,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q015-C003,Q015,9437185,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q015-C004,Q015,32735131,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q015-C005,Q015,33077917,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q015-C006,Q015,39599792,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q015-C007,Q015,39945674,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q015-C008,Q015,36265412,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q015-C009,Q015,33063256,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q015-C010,Q015,33323111,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q015-C011,Q015,34177896,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q016-C001,Q016,33353564,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q016-C002,Q016,26643950,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q016-C003,Q016,19437551,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q016-C004,Q016,27488123,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q016-C005,Q016,26586529,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q016-C006,Q016,36849544,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q016-C007,Q016,27111068,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q016-C008,Q016,39264856,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q016-C009,Q016,36142791,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q016-C010,Q016,39901351,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q016-C011,Q016,36604149,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q017-C001,Q017,21170047,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q017-C002,Q017,26309584,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q017-C003,Q017,23981082,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q017-C004,Q017,23333143,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q017-C005,Q017,23726091,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q017-C006,Q017,22285300,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q017-C007,Q017,34415683,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q017-C008,Q017,21806387,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q017-C009,Q017,21900914,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q017-C010,Q017,31772608,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q017-C011,Q017,29352151,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q017-C012,Q017,27380588,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q017-C013,Q017,23698643,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q017-C014,Q017,28135763,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q017-C015,Q017,29408797,1,1,2,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/2.
Q017-C016,Q017,23260377,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q017-C017,Q017,39327966,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q017-C018,Q017,20801494,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q017-C019,Q017,36891827,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q017-C020,Q017,19106084,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q017-C021,Q017,19106083,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q017-C022,Q017,23150151,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q018-C001,Q018,40198121,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q018-C002,Q018,36776862,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q018-C003,Q018,39023770,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q018-C004,Q018,40594755,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q018-C005,Q018,39039301,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q018-C006,Q018,42162235,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q018-C007,Q018,33912454,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q018-C008,Q018,38996350,1,1,2,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/2.
Q018-C009,Q018,33257470,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q018-C010,Q018,36351411,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q018-C011,Q018,37872166,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q018-C012,Q018,35047501,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q018-C013,Q018,41718716,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q018-C014,Q018,35592732,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q018-C015,Q018,31043740,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q018-C016,Q018,34123476,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q018-C017,Q018,37823709,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q018-C018,Q018,34183838,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q018-C019,Q018,36605194,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q018-C020,Q018,39214611,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q018-C021,Q018,37304306,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q018-C022,Q018,24872026,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q019-C001,Q019,20498498,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q019-C002,Q019,28758929,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q019-C003,Q019,20370672,1,1,2,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/2.
Q019-C004,Q019,24843689,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q019-C005,Q019,30293065,0,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/1/1.
Q019-C006,Q019,33671547,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q019-C007,Q019,19664840,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q019-C008,Q019,19753129,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q019-C009,Q019,37801761,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q019-C010,Q019,23108307,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q019-C011,Q019,26464753,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q019-C012,Q019,36009862,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q019-C013,Q019,20041267,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q019-C014,Q019,26654761,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q019-C015,Q019,24044566,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q019-C016,Q019,19788607,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q019-C017,Q019,36753306,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q019-C018,Q019,29416297,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q019-C019,Q019,23401753,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q019-C020,Q019,24249635,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q019-C021,Q019,19355912,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q019-C022,Q019,16989692,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q019-C023,Q019,30005625,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q020-C001,Q020,23470835,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q020-C002,Q020,29080811,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q020-C003,Q020,25974843,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q020-C004,Q020,19898734,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q020-C005,Q020,15778503,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q020-C006,Q020,35264832,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q020-C007,Q020,41558580,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q020-C008,Q020,15221492,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q020-C009,Q020,19335070,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q020-C010,Q020,29788568,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q020-C011,Q020,35982318,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q020-C012,Q020,26117992,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q020-C013,Q020,19419300,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q020-C014,Q020,26157576,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q020-C015,Q020,39447984,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q020-C016,Q020,19072724,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q020-C017,Q020,17118265,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q020-C018,Q020,36713826,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q020-C019,Q020,29963786,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q020-C020,Q020,23926379,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q021-C001,Q021,40429921,1,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/0/0.
Q021-C002,Q021,35069210,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q021-C003,Q021,33139635,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q021-C004,Q021,39676197,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q021-C005,Q021,41203232,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q021-C006,Q021,38634653,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q021-C007,Q021,28663934,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q021-C008,Q021,31936266,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q021-C009,Q021,41285328,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q021-C010,Q021,31333586,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q021-C011,Q021,36534320,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q021-C012,Q021,39168099,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q021-C013,Q021,40829258,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q021-C014,Q021,36986825,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q021-C015,Q021,36768138,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q021-C016,Q021,36331190,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q021-C017,Q021,36513134,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q021-C018,Q021,40279256,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q022-C001,Q022,37904680,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q022-C002,Q022,33465490,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q022-C003,Q022,35860690,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q022-C004,Q022,38877789,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q022-C005,Q022,39334820,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q022-C006,Q022,40709209,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q022-C007,Q022,41154680,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q022-C008,Q022,40243956,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q022-C009,Q022,38419608,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q023-C001,Q023,32322559,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q023-C002,Q023,30279729,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q023-C003,Q023,41129727,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q023-C004,Q023,40225580,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q023-C005,Q023,26861406,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q023-C006,Q023,32735882,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q023-C007,Q023,34589393,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q023-C008,Q023,39386828,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q023-C009,Q023,40355012,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q023-C010,Q023,24610352,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q023-C011,Q023,30737895,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q023-C012,Q023,38476024,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q023-C013,Q023,26057751,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q023-C014,Q023,31933745,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q023-C015,Q023,28076840,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q023-C016,Q023,23979441,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q023-C017,Q023,38904007,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q023-C018,Q023,26819207,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q023-C019,Q023,19778933,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q023-C020,Q023,34905218,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q023-C021,Q023,38238426,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q024-C001,Q024,25469313,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q024-C002,Q024,35289496,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q024-C003,Q024,27335248,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q024-C004,Q024,32684523,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q024-C005,Q024,38951811,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q024-C006,Q024,37948991,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q024-C007,Q024,28943430,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q024-C008,Q024,31939626,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q024-C009,Q024,35164786,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q024-C010,Q024,26885254,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q024-C011,Q024,38501359,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q024-C012,Q024,31129811,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q024-C013,Q024,29533735,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q024-C014,Q024,28644396,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q024-C015,Q024,33096960,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
