answer_id,question_id,system,judge,rater_id,correctness,completeness,relevance,grounding,mechanistic_coherence,research_value,notes
Q025-B,Q025,kg_expansion_reranking_path_answer,claude46,anthropic:claude-sonnet-4-6,4,4,4,4,4,4,"Adds oxidative stress, ECM remodeling, TGF-β1 beyond A. Same PMIDs cited correctly. Slightly broader mechanistic summary. Still misses DAMPs/complement/FAPs."
Q025-C,Q025,closed_book_llm,claude46,anthropic:claude-sonnet-4-6,5,5,5,3,5,5,"Most comprehensive: DAMPs, complement, macrophage polarization, ROS, NF-κB, FAPs all covered. No PMIDs cited; grounding relies on general literature claims."
Q025-D,Q025,text_rag_kg_reranking,claude46,anthropic:claude-sonnet-4-6,4,3,4,4,4,4,"Well-structured with cited PMIDs; covers NF-κB, connexins, oxidative stress. Narrower than C; misses DAMPs, complement, FAPs, macrophage polarization dynamics."
Q028-A,Q028,closed_book_llm,claude46,anthropic:claude-sonnet-4-6,4,5,5,3,5,4,"Comprehensive coverage of multiple 2-hop paths. No citations provided; some paths (SRC-FADD, PLCγ-PKC) less well-established. Good mechanistic detail but unverifiable claims."
Q028-B,Q028,traditional_text_rag,claude46,anthropic:claude-sonnet-4-6,4,4,5,4,4,4,Clear first-hop/second-hop structure with PMIDs. Includes testable hypothesis section. NF-κB as direct EGFR hop slightly oversimplified. Good citation grounding.
Q028-C,Q028,kg_expansion_reranking_path_answer,claude46,anthropic:claude-sonnet-4-6,4,4,5,4,4,4,Good citation support with PMIDs. KDM3A inclusion is novel but tangential to EGFR direct signaling. PTEN loss as a hop is mechanistically imprecise. Solid overall.
Q028-D,Q028,text_rag_kg_reranking,claude46,anthropic:claude-sonnet-4-6,4,4,5,4,4,4,Clear structured format with PMIDs and explicit 2-hop framing. Concise and accurate. Slightly less comprehensive than A/C but well-organized and grounded.
Q029-A,Q029,kg_expansion_reranking_path_answer,claude46,anthropic:claude-sonnet-4-6,4,4,5,3,4,4,Good mechanistic coverage; PMID:42065920 and 40660002 need verification. ABT-737 senolytic point conflates VSMC/fibroblast senescence with endothelial senescence.
Q029-B,Q029,traditional_text_rag,claude46,anthropic:claude-sonnet-4-6,4,4,5,3,4,4,"Well-structured with human/animal distinction. PMID:40418230 unverified. Hypothesis about PI3K activation restoring autophagy is mechanistically inverted—mTOR inhibition, not activation, promotes autophagy."
Q029-C,Q029,text_rag_kg_reranking,claude46,anthropic:claude-sonnet-4-6,4,4,5,3,4,4,Clear evidence-type labeling is a strength. PMID:40113668 unverified. Mechanistic pathways are accurate. Slightly less comprehensive than D on eNOS/barrier dysfunction.
Q029-D,Q029,closed_book_llm,claude46,anthropic:claude-sonnet-4-6,5,5,5,4,5,4,"Most comprehensive mechanistic coverage: eNOS, SASP, adhesion molecules, coagulation, barrier dysfunction, repair failure. No fabricated PMIDs. Well-grounded in established literature."
Q037-A,Q037,closed_book_llm,claude46,anthropic:claude-sonnet-4-6,5,5,5,3,5,4,"Comprehensive, mechanistically coherent coverage of all major pathways. No citations provided, limiting grounding verification. Claims are accurate and well-organized."
Q037-B,Q037,traditional_text_rag,claude46,anthropic:claude-sonnet-4-6,5,5,5,4,5,5,"Strong citation support with PMID references, distinguishes human/animal/in-vitro evidence, includes testable hypotheses. Occult HBV and miRNA sections add depth."
Q037-C,Q037,text_rag_kg_reranking,claude46,anthropic:claude-sonnet-4-6,5,5,5,4,5,5,"Excellent evidence stratification, distinguishes direct vs. epidemiologic evidence, includes testable hypotheses. Hypoxia nuance (HBx vs. inflammation) is a notable strength."
Q037-D,Q037,kg_expansion_reranking_path_answer,claude46,anthropic:claude-sonnet-4-6,4,4,5,3,4,3,"Solid coverage with citations, but the 'GRAPH-CONFIRMED PATH' section is awkward and unexplained. Slightly less depth than B/C; PMID:30611768 not verifiable here."
Q041-A,Q041,text_rag_kg_reranking,claude46,anthropic:claude-sonnet-4-6,4,4,5,3,4,4,Good mechanistic coverage; PMID 40829258 and 41285328 not verifiable but plausible. PMID 36768138 well-established. Hypothesis section adds value.
Q041-B,Q041,traditional_text_rag,claude46,anthropic:claude-sonnet-4-6,4,4,5,4,4,4,Structured clearly; PMID 36768138 and 36534320 credible. Ketone/NLRP3 hypothesis well-framed. Slightly less detail on TGF-β/Smad than D.
Q041-C,Q041,closed_book_llm,claude46,anthropic:claude-sonnet-4-6,3,4,5,2,4,3,No PMIDs cited; claims about clinical cytokine reductions stated as established without references. Good mechanistic breadth but poor grounding.
Q041-D,Q041,kg_expansion_reranking_path_answer,claude46,anthropic:claude-sonnet-4-6,4,5,5,4,5,5,"Most comprehensive; clearly separates direct evidence, clinical associations, and hypotheses. Multiple PMIDs cited; NLRP3, macrophage polarization, TGF-β/Smad, Klotho all covered."
Q043-A,Q043,traditional_text_rag,claude46,anthropic:claude-sonnet-4-6,4,4,5,3,5,4,Good human/mouse distinction. PMID 23254930 cited for both human and mouse claims correctly. PMID 41571675 appears unverifiable; some citation-claim mappings need scrutiny.
Q043-B,Q043,closed_book_llm,claude46,anthropic:claude-sonnet-4-6,4,5,5,4,4,5,"Strongest completeness: includes GWAS genetic evidence, peripheral biomarkers, and explicit causality caveats. No specific PMIDs cited, reducing grounding score but avoiding fabricated citations."
Q043-C,Q043,kg_expansion_reranking_path_answer,claude46,anthropic:claude-sonnet-4-6,4,5,5,3,5,5,Excellent mechanistic detail and testable hypothesis. PMID 41571675 unverifiable. BHB-NLRP3 link well-contextualized. Best structured for translational research utility.
Q043-D,Q043,text_rag_kg_reranking,claude46,anthropic:claude-sonnet-4-6,4,4,5,4,4,4,Concise and accurate. Explicitly flags tau-NLRP3 as mouse-only and human data as correlative. Slightly less complete than B/C; no GWAS mention. Citation use is appropriate.
Q046-A,Q046,closed_book_llm,claude46,anthropic:claude-sonnet-4-6,2,4,4,1,3,3,"Presents fabricated specifics: PBMC/T-cell TRAP assay data, crossover trials, and cohort findings with no real citations. Conclusion is sound but built on invented evidence."
Q046-B,Q046,text_rag_kg_reranking,claude46,anthropic:claude-sonnet-4-6,4,3,4,4,4,3,"Accurately cites supplied PMIDs, correctly concludes no direct causal link exists, proposes plausible hypothesis. Slightly less detail than C/D but well-grounded."
Q046-C,Q046,kg_expansion_reranking_path_answer,claude46,anthropic:claude-sonnet-4-6,4,4,4,4,4,4,"Well-structured, accurately references supplied PMIDs, correctly distinguishes protective vs. activating effects, proposes testable hypothesis. Honest and grounded conclusion."
Q046-D,Q046,traditional_text_rag,claude46,anthropic:claude-sonnet-4-6,4,4,4,4,4,4,"Accurate use of supplied PMIDs, correctly notes EGCG finding, distinguishes inhibition from activation, offers testable hypothesis. Comparable quality to C."
Q047-A,Q047,text_rag_kg_reranking,claude46,anthropic:claude-sonnet-4-6,5,4,5,5,4,4,Accurately reports quercetin inhibits CFTR in T84 cells. Correctly concludes no upregulation evidence. Hypothesis about organoids is reasonable and grounded.
Q047-B,Q047,traditional_text_rag,claude46,anthropic:claude-sonnet-4-6,5,4,5,5,4,4,"Accurate, well-structured. Correctly identifies inhibition not upregulation. Ki value (~100µM) added specificity. Hypothesis is testable and coherent."
Q047-C,Q047,closed_book_llm,claude46,anthropic:claude-sonnet-4-6,2,3,3,2,3,3,Claims quercetin increases Cl secretion in T84/Caco-2 and rodent tissue without citations; contradicts PMID:16177189. Fabricated or unsupported positive findings reduce grounding score.
Q047-D,Q047,kg_expansion_reranking_path_answer,claude46,anthropic:claude-sonnet-4-6,5,4,5,5,4,3,Concise and accurate. Correctly identifies inhibition and non-CF model limitation. Less elaboration on hypothesis/future directions than A or B.
Q050-A,Q050,closed_book_llm,claude46,anthropic:claude-sonnet-4-6,4,4,5,3,4,4,Well-structured hypothesis with clear predictions and translational component. No specific citations; mechanistic pathway (Th17→RANKL→osteoclast) is established but lacks recent empirical grounding.
Q050-B,Q050,traditional_text_rag,claude46,anthropic:claude-sonnet-4-6,5,5,5,5,5,5,"Excellent: specific mechanistic chain (Bifidobacterium→decanoic acid→Th17→IL-17A→osteoclast), multiple cited PMIDs, germ-free controls, falsifiable predictions, and clear interpretation framework."
Q050-C,Q050,kg_expansion_reranking_path_answer,claude46,anthropic:claude-sonnet-4-6,5,5,5,5,5,4,"Strong evidence base with multiple PMIDs, clear hypothesis, and solid experimental design. Slightly less detailed than Q050-B on germ-free decanoic acid controls; bile acid pathway adds breadth."
Q050-D,Q050,text_rag_kg_reranking,claude46,anthropic:claude-sonnet-4-6,5,4,5,5,5,4,"Well-grounded with cited PMIDs and specific metabolite mechanism. Experimental design is solid but lacks germ-free decanoic acid sufficiency arm present in Q050-B, reducing falsifiability."
Q001-A,Q001,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,3,4,5,4,3,4,"Cites many studies, but some miRNA effects (e.g., miR‑153) are described inconsistently."
Q001-B,Q001,traditional_text_rag,gptoss120b,local:gpt-oss:120b,3,4,5,4,4,4,Accurate summary of key miRNAs; concise but still well‑referenced.
Q001-C,Q001,closed_book_llm,gptoss120b,local:gpt-oss:120b,2,4,4,2,3,3,"Broad overview with many miRNAs, but lacks specific citations and includes speculative claims."
Q001-D,Q001,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,3,5,5,4,3,4,Extensive with exosome data; contradictory statement on miR‑23a direction reduces coherence.
Q003-A,Q003,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,4,5,4,5,5,"Accurate human data, good mechanistic links, but missing muscle and acute challenge evidence."
Q003-B,Q003,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,5,5,4,5,5,"Extensive human evidence, includes disease contexts and mechanistic hypotheses, well‑cited."
Q003-C,Q003,closed_book_llm,gptoss120b,local:gpt-oss:120b,5,5,5,3,5,5,"Broad coverage incl. interventions and genetics, but lacks specific citations."
Q003-D,Q003,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,5,4,5,4,5,4,"Solid core evidence, less depth and fewer mechanistic details."
Q004-A,Q004,traditional_text_rag,gptoss120b,local:gpt-oss:120b,4,4,5,4,4,4,Lists six plausible intermediates with citations; minor over‑generalizations but overall accurate.
Q004-B,Q004,closed_book_llm,gptoss120b,local:gpt-oss:120b,4,4,5,3,4,4,Provides several pathways and explanations but lacks specific citations; CTNNB1 link less supported.
Q004-C,Q004,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,4,2,3,4,4,2,Identifies only p53 as confirmed; other candidates mentioned without detail.
Q004-D,Q004,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,4,3,5,4,4,4,Offers solid gene list with citations; omits some known routes like JNK or STAT3.
Q006-A,Q006,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,4,5,4,5,4,Accurate RCT and animal data; citations mostly appropriate but some may be loosely matched.
Q006-B,Q006,closed_book_llm,gptoss120b,local:gpt-oss:120b,3,3,5,1,3,2,General overview without PubMed IDs; limits verification and utility.
Q006-C,Q006,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,"Highly comprehensive, well‑cited across RCTs, observational, and mechanistic studies."
Q006-D,Q006,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,4,5,5,5,4,Strong evidence and citations; slightly less breadth than C.
Q008-A,Q008,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,"Comprehensive mechanisms with solid animal, human, in‑vitro evidence; well‑cited."
Q008-B,Q008,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,4,5,5,5,5,Strong evidence and hypotheses; minor gaps in ER‑stress coverage.
Q008-C,Q008,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,5,4,5,5,5,4,Includes mucus biofilm and graph data; slightly less human evidence.
Q008-D,Q008,closed_book_llm,gptoss120b,local:gpt-oss:120b,4,5,5,2,4,3,Broad overview but lacks citations; some statements unreferenced.
Q010-A,Q010,closed_book_llm,gptoss120b,local:gpt-oss:120b,4,4,5,3,4,4,"Broad mechanisms, plausible but lacks specific citations; moderate grounding."
Q010-B,Q010,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,5,3,5,5,5,5,Specific miRNA–pathway links with PMIDs; focused but less breadth.
Q010-C,Q010,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,4,5,5,5,5,"Extensive cited evidence across miRNAs, pathways, and compounds; high completeness."
Q010-D,Q010,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,3,5,5,5,4,Cited evidence similar to C but slightly less breadth.
Q011-A,Q011,closed_book_llm,gptoss120b,local:gpt-oss:120b,5,5,5,4,5,5,"Comprehensive overview, accurate claims, but lacks specific citations reducing grounding."
Q011-B,Q011,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,5,4,5,5,5,4,"Cites several PMIDs; concise but omits deeper mechanistic context (e.g., LKB1, TSC2)."
Q011-C,Q011,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,"Well‑cited, covers in‑vitro, animal, review evidence; adds nuanced mechanisms and testable hypotheses."
Q011-D,Q011,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,4,5,5,5,4,"Accurate and cited; slightly less breadth than C, missing some recent insights."
Q014-A,Q014,closed_book_llm,gptoss120b,local:gpt-oss:120b,5,5,5,3,5,5,Comprehensive overview of JAKi with IL‑6/IFN evidence; accurate but lacks explicit citations.
Q014-B,Q014,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,"Accurate, fully cited human in‑vitro/ex‑vivo evidence for five JAKi; concise and well‑referenced."
Q014-C,Q014,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,Similar to B with citations; adds hypothesis; clear and well‑supported.
Q014-D,Q014,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,"Well‑cited, includes clinical‑trial context; thorough and mechanistically coherent."
Q015-A,Q015,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,5,4,5,4,5,5,Comprehensive cytokine‑TF routes; solid citations; minor missing NETosis gene.
Q015-B,Q015,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,5,5,4,5,5,Broad coverage incl. NETosis gene PADI4; clear 2‑hop links; well‑cited human data.
Q015-C,Q015,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,4,5,4,5,4,Good hypotheses; some 3‑step links; less focused on strict 2‑hop.
Q015-D,Q015,closed_book_llm,gptoss120b,local:gpt-oss:120b,4,5,5,3,4,4,Includes viral protein; some speculative links; weaker human grounding.
Q016-A,Q016,traditional_text_rag,gptoss120b,local:gpt-oss:120b,4,4,5,4,4,4,Strong mechanistic links with cited data across models; minor gaps in other pathways.
Q016-B,Q016,closed_book_llm,gptoss120b,local:gpt-oss:120b,3,5,5,2,4,3,Broad coverage but lacks specific citations; some statements speculative.
Q016-C,Q016,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,4,4,5,4,4,4,"Similar to A, slightly less detail on compensatory responses."
Q016-D,Q016,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,4,3,5,4,4,3,Concise but omits some mechanistic depth; fewer hypotheses.
Q021-A,Q021,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,"Comprehensive, well‑cited across in‑vitro, animal, and human data; clear mechanisms; high relevance."
Q021-B,Q021,closed_book_llm,gptoss120b,local:gpt-oss:120b,5,4,5,3,4,4,Good coverage but fewer specific citations; relies on surrogate biomarkers.
Q021-C,Q021,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,5,4,5,5,5,4,Solid evidence with citations; slightly less detailed than A.
Q021-D,Q021,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,4,5,5,5,4,Broad synthesis with citations; similar to A but less depth.
Q025-A,Q025,traditional_text_rag,gptoss120b,local:gpt-oss:120b,4,3,5,5,5,5,"Strong NF‑κB/connexin focus, well‑cited, but omits complement/DAMPs."
Q025-B,Q025,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,4,4,5,4,5,5,"Broad NF‑κB, connexin, oxidative stress, ECM; mostly cited, minor uncited claim."
Q025-C,Q025,closed_book_llm,gptoss120b,local:gpt-oss:120b,4,5,5,2,4,3,"Comprehensive overview, but lacks specific citations, reducing verifiability."
Q025-D,Q025,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,4,3,5,5,5,4,Similar to A with solid citations; less breadth than B.
Q028-A,Q028,closed_book_llm,gptoss120b,local:gpt-oss:120b,4,5,5,3,5,5,"Broad, mostly accurate pathways; lacks specific citations, some less‑established links."
Q028-B,Q028,traditional_text_rag,gptoss120b,local:gpt-oss:120b,4,3,5,4,4,4,"Clear core routes with citations; PTEN link is indirect, limiting precision."
Q028-C,Q028,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,3,3,5,4,3,3,Adds indirect intermediates (KDM3A); mechanistic jumps reduce clarity.
Q028-D,Q028,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,4,5,4,5,4,"Concise, well‑supported core genes; high correctness and grounding, though fewer pathways."
Q029-A,Q029,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,4,4,5,4,5,5,"Comprehensive mechanisms, well‑cited, includes testable hypothesis; minor omission of barrier/coagulation details."
Q029-B,Q029,traditional_text_rag,gptoss120b,local:gpt-oss:120b,4,4,5,4,5,4,"Clear evidence hierarchy, good coverage; slightly less depth on endothelial barrier aspects."
Q029-C,Q029,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,4,4,5,4,5,4,Balanced summary with hypotheses; similar to A/B but fewer pathway specifics.
Q029-D,Q029,closed_book_llm,gptoss120b,local:gpt-oss:120b,3,3,5,2,4,3,Solid overview but lacks citations and omits several molecular pathways.
Q037-A,Q037,closed_book_llm,gptoss120b,local:gpt-oss:120b,5,5,5,3,5,4,Accurate overview but lacks citations; solid mechanisms.
Q037-B,Q037,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,4,5,5,5,5,"Well‑cited, covers direct/indirect mechanisms, includes hypotheses."
Q037-C,Q037,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,"Comprehensive, well‑cited, adds mutation pattern insight and testable ideas."
Q037-D,Q037,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,5,4,5,5,4,4,Accurate but less depth on signaling/epigenetics; fewer mechanisms.
Q041-A,Q041,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,"Comprehensive, well‑cited mechanisms with testable hypothesis."
Q041-B,Q041,traditional_text_rag,gptoss120b,local:gpt-oss:120b,4,4,5,4,4,4,Accurate but slightly less extensive evidence; solid hypothesis.
Q041-C,Q041,closed_book_llm,gptoss120b,local:gpt-oss:120b,3,3,4,2,3,3,"Broad overview, limited specific evidence."
Q041-D,Q041,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,"Detailed, well‑referenced mechanisms, includes novel hypotheses."
Q043-A,Q043,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,"Accurate human and mouse claims, well‑cited, clearly separates evidence types."
Q043-B,Q043,closed_book_llm,gptoss120b,local:gpt-oss:120b,4,4,5,2,4,4,Correct but lacks explicit citations; adds genetics and peripheral data.
Q043-C,Q043,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,"Comprehensive, well‑cited, includes mechanistic mouse data and hypothesis."
Q043-D,Q043,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,4,5,5,5,5,Accurate and cited; slightly less exhaustive than A/C but still strong.
Q046-A,Q046,closed_book_llm,gptoss120b,local:gpt-oss:120b,5,5,5,4,5,5,"Comprehensive, accurate summary; highlights lack of direct causal evidence across study types."
Q046-B,Q046,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,3,5,5,4,3,Correctly notes absence of direct evidence in cited papers but omits broader literature.
Q046-C,Q046,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,5,3,5,5,4,3,Accurate statement of no direct link; limited to supplied citations without wider context.
Q046-D,Q046,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,3,5,5,4,3,Accurate but narrow; adds few extra citations yet still lacks direct evidence discussion.
Q047-A,Q047,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,4,5,5,5,4,"Accurately reports inhibition, cites PMID, no up‑regulation evidence; concise but covers key points."
Q047-B,Q047,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,4,5,5,5,4,"Same core info as A, slightly less detail; still correct and well‑grounded."
Q047-C,Q047,closed_book_llm,gptoss120b,local:gpt-oss:120b,5,5,5,4,5,5,"Comprehensive overview, notes lack of CF‑specific data, discusses mechanisms; minor citation gaps."
Q047-D,Q047,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,5,3,5,5,4,3,"Very brief, only mentions one study; correct but limited scope."
Q050-A,Q050,closed_book_llm,gptoss120b,local:gpt-oss:120b,5,5,5,4,5,5,"Clear hypothesis, predictions, mouse & human plans; grounded in known biology without dubious citations."
Q050-B,Q050,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,4,5,2,5,4,Detailed design but relies on likely fabricated PMIDs; specific metabolic claim needs verification.
Q050-C,Q050,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,5,4,5,3,5,4,"Broad evidence list; some citations may be real, others questionable, reducing confidence."
Q050-D,Q050,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,4,5,2,5,4,Similar to B/C but with fewer details; citation credibility concerns lower grounding.
