answer_id,question_id,system,judge,rater_id,correctness,completeness,relevance,grounding,mechanistic_coherence,research_value,notes
PP013-A,PP013,text_rag_kg_reranking,claude46,anthropic:claude-sonnet-4-6,4,4,5,3,4,4,"Good hop-by-hop structure with PMIDs cited. Some citations (e.g., PMID:39290403) used cautiously. Answer truncated; grounding partially unverifiable without full text."
PP013-B,PP013,closed_book_llm,claude46,anthropic:claude-sonnet-4-6,5,5,5,4,5,5,"Excellent three-hop structure with established evidence and uncertainties per hop. Specific molecules (TGF-β, NF-κB, TP53), epidemiology, and WGS data cited. No fabricated PMIDs."
PP013-C,PP013,traditional_text_rag,claude46,anthropic:claude-sonnet-4-6,4,4,5,3,4,3,"Clear stepwise chain with PMIDs; distinguishes human vs. animal evidence well. Less mechanistic depth than B; some PMID assignments (e.g., 20413301) unverifiable."
PP013-D,PP013,kg_expansion_reranking_path_answer,claude46,anthropic:claude-sonnet-4-6,3,2,4,3,3,2,Superficial hop distinction; only two hops covered. Includes a suspicious graph-node artifact. Testable hypothesis section adds little mechanistic value. Incomplete.
PP014-A,PP014,text_rag_kg_reranking,claude46,anthropic:claude-sonnet-4-6,4,4,5,4,4,4,"Clearly distinguishes each hop with cited PMIDs; correctly notes absence of human interventional data. PMID:33651651 hop is indirect (genera abundance, not SCFA measurement). Good overall."
PP014-B,PP014,kg_expansion_reranking_path_answer,claude46,anthropic:claude-sonnet-4-6,3,3,4,3,3,3,Concise but shallow; graph-derived candidate section adds little value. Hop distinction is minimal. Calls PMID:35430804 'human/rodent' without clarification. Less mechanistic depth than peers.
PP014-C,PP014,traditional_text_rag,claude46,anthropic:claude-sonnet-4-6,4,4,5,4,5,4,Best mechanistic detail per hop; clearly labels animal vs. inferred evidence. Treg-Wnt10b pathway well-explained. Appropriately caveats no direct dysbiosis-to-clinical-bone-disease study.
PP014-D,PP014,closed_book_llm,claude46,anthropic:claude-sonnet-4-6,3,4,4,2,4,3,Adds GPR43/GPR41 and Th17/IL-17 details but lacks PMIDs for most claims; IBD fecal butyrate and RA acetate claims appear unsupported/potentially fabricated. Penalized for poor grounding.
PP015-A,PP015,traditional_text_rag,claude46,anthropic:claude-sonnet-4-6,4,4,4,3,4,4,Good hop-by-hop structure focusing on gut axis. PMID citations plausible but not independently verified. Distinguishes animal vs human evidence well. Misses canonical airway pathway.
PP015-B,PP015,kg_expansion_reranking_path_answer,claude46,anthropic:claude-sonnet-4-6,3,2,3,3,2,2,Extremely superficial; treats 'cystic fibrosis' as a mechanistic hop rather than explaining intermediate mechanisms. Minimal mechanistic detail. Graph-path framing adds little scientific value.
PP015-C,PP015,text_rag_kg_reranking,claude46,anthropic:claude-sonnet-4-6,4,4,4,3,4,4,Similar to A but adds gut-lung axis and testable hypothesis. Distinguishes animal/human/association evidence per hop. PMID34339302 for gut-lung axis is plausible. Misses airway-centric pathway.
PP015-D,PP015,closed_book_llm,claude46,anthropic:claude-sonnet-4-6,5,5,5,4,5,5,"Best answer: covers canonical airway pathway with mechanistic detail per hop, multiple model systems, CFTR modulator evidence, and honest caveat about direct vs indirect signaling. No fabricated citations apparent."
PP016-A,PP016,text_rag_kg_reranking,claude46,anthropic:claude-sonnet-4-6,5,5,5,5,5,5,"Excellent hop-by-hop evidence with specific PMIDs, distinguishes animal vs human, causal vs associative, and includes modulator reversal data. Best structured response."
PP016-B,PP016,traditional_text_rag,claude46,anthropic:claude-sonnet-4-6,5,4,5,5,5,4,"Concise, well-structured hop separation with valid PMIDs and species labels. Less complete than A; missing human ivacaftor evidence and mechanistic intermediates."
PP016-C,PP016,closed_book_llm,claude46,anthropic:claude-sonnet-4-6,3,4,4,2,4,3,Focuses on airway rather than gut dysbiosis; no PMIDs cited; germ-free colonization claim and metabolite details appear fabricated or unverified. Plausible but poorly grounded.
PP016-D,PP016,kg_expansion_reranking_path_answer,claude46,anthropic:claude-sonnet-4-6,4,4,5,4,4,3,Good hop separation with PMIDs; PMID 36600119 unverified; 'GRAPH-CONFIRMED PATH' language is artifact noise reducing credibility. Otherwise solid.
PP017-A,PP017,closed_book_llm,claude46,anthropic:claude-sonnet-4-6,4,5,5,3,5,4,"Excellent mechanistic detail for both hops; no PMIDs cited, reducing grounding. Quantitative claims (4-6%/yr HCC, >70% post-cirrhosis) lack specific citations."
PP017-B,PP017,text_rag_kg_reranking,claude46,anthropic:claude-sonnet-4-6,4,4,5,4,4,4,"Good use of PMIDs for both hops; mechanistic explanation is brief but accurate. Distinguishes hops clearly. PMID 41997336 is MASLD-CHB context, appropriately noted."
PP017-C,PP017,kg_expansion_reranking_path_answer,claude46,anthropic:claude-sonnet-4-6,4,3,4,4,3,3,Cites relevant PMIDs per hop; mechanistic depth is shallow. Graph-derived path notation adds little value. MASLD-HCC cohort for hop 2 is indirect for HBV-specific pathway.
PP017-D,PP017,traditional_text_rag,claude46,anthropic:claude-sonnet-4-6,5,5,5,5,5,5,"Best answer: cites four distinct PMIDs per hop, distinguishes evidence types, adds testable hypothesis with HBx-SMC5/6 axis, and integrates viral phase biology coherently."
PP018-A,PP018,text_rag_kg_reranking,claude46,anthropic:claude-sonnet-4-6,4,4,5,3,4,4,"Good hop-by-hop structure with PMIDs. Some citations (e.g., 24976068, 25946408) need verification; LXR/TRIF mechanism is plausible but specific claims require confirmation."
PP018-B,PP018,closed_book_llm,claude46,anthropic:claude-sonnet-4-6,4,5,5,3,5,5,Most complete mechanistic chain including RANKL/OPG axis and osteoclastogenesis. No PMIDs provided; claims about TLR blockade and germ-free mice are plausible but unverified.
PP018-C,PP018,traditional_text_rag,claude46,anthropic:claude-sonnet-4-6,4,4,5,3,4,4,Clear three-hop structure with PMIDs matching PP018-A. Distinguishes human vs. animal evidence reasonably. LXR mechanism adds specificity but citation accuracy unverified.
PP018-D,PP018,kg_expansion_reranking_path_answer,claude46,anthropic:claude-sonnet-4-6,3,2,4,3,3,2,Minimal mechanistic detail; only two hops covered superficially. Graph-confirmation language is unusual and unexplained. Lacks intermediate mechanisms like cytokines and osteoclastogenesis.
PP019-A,PP019,text_rag_kg_reranking,claude46,anthropic:claude-sonnet-4-6,3,3,3,3,3,3,Focuses on oral/periodontal dysbiosis rather than gut dysbiosis. PMIDs cited are plausible but chain conflates local alveolar bone loss with systemic osteoporosis. Hop distinctions present but imprecise.
PP019-B,PP019,closed_book_llm,claude46,anthropic:claude-sonnet-4-6,4,4,4,3,5,4,"Best mechanistic clarity: gut dysbiosis→LPS/cytokines→RANKL→osteoclastogenesis→osteoporosis. No PMIDs cited, reducing grounding score. Distinguishes each hop well with in vitro, animal, and clinical evidence."
PP019-C,PP019,kg_expansion_reranking_path_answer,claude46,anthropic:claude-sonnet-4-6,4,2,4,4,4,3,"Truncated response; cuts off mid-sentence. PMIDs cited including recent gut-bone paper. Good hop distinctions but incomplete, limiting completeness and research value significantly."
PP019-D,PP019,traditional_text_rag,claude46,anthropic:claude-sonnet-4-6,3,4,4,3,4,4,Good hop-by-hop structure with RANKL emphasis. Primarily oral dysbiosis focus. PMIDs cited but some (24269668) unverified. Distinguishes direct vs associative evidence well.
PP020-A,PP020,kg_expansion_reranking_path_answer,claude46,anthropic:claude-sonnet-4-6,3,3,4,3,3,3,Correctly identifies hops but conflates periodontitis with inflammation as a single step. PMIDs cited plausibly but mechanistic detail thin. Osteoporosis→bone loss is tautological.
PP020-B,PP020,closed_book_llm,claude46,anthropic:claude-sonnet-4-6,4,5,5,3,5,5,"Best mechanistic detail per hop: TLR/NF-κB, RANKL/OPG, CTX-I, rodent femur data. No PMIDs cited, reducing grounding score. Clearly distinguishes human vs animal evidence and inference."
PP020-C,PP020,text_rag_kg_reranking,claude46,anthropic:claude-sonnet-4-6,4,4,5,4,4,4,"Good PMID grounding and LXR mechanistic detail. Answer appears truncated, missing systemic osteoporosis hop. Distinguishes human/animal/in-vitro evidence well."
PP020-D,PP020,traditional_text_rag,claude46,anthropic:claude-sonnet-4-6,4,4,5,4,4,4,"Good structure distinguishing direct vs association vs hypothesis. Bidirectional inflammation-dysbiosis noted. Systemic osteoporosis hop labeled hypothesis, appropriately cautious. PMIDs provided."
PP001-A,PP001,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,4,3,5,5,5,5,"Strong specific evidence, but omits discussion of study limitations."
PP001-B,PP001,closed_book_llm,gptoss120b,local:gpt-oss:120b,4,5,5,3,4,4,Comprehensive evidence and clear limitations; lacks explicit citations.
PP001-C,PP001,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,4,4,5,5,5,5,"Detailed, cited studies with mechanisms and explicit limitations; minor truncation."
PP001-D,PP001,traditional_text_rag,gptoss120b,local:gpt-oss:120b,4,3,5,4,4,4,"Evidence provided, but limited limitation discussion and incomplete ending."
PP002-A,PP002,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,4,3,5,5,4,3,Accurate in‑vitro data with citations; limited animal/clinical evidence; clear limitations noted.
PP002-B,PP002,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,4,4,5,5,4,4,Adds review‑level synthesis and mechanistic depth; still mostly cell‑culture; well‑cited.
PP002-C,PP002,closed_book_llm,gptoss120b,local:gpt-oss:120b,3,5,5,2,4,5,Broad preclinical + early clinical evidence; limitations thorough; lacks explicit citations.
PP002-D,PP002,traditional_text_rag,gptoss120b,local:gpt-oss:120b,4,4,5,5,4,4,Comprehensive in‑vitro/animal data with hypotheses; limitations well described; well‑referenced.
PP003-A,PP003,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,"Extensive, well‑cited evidence across models; limitations clearly articulated."
PP003-B,PP003,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,4,5,4,4,4,Accurate but less detailed; limitations summarized briefly.
PP003-C,PP003,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,4,3,4,3,3,3,"Relies on reviews; primary data scarce, limiting depth."
PP003-D,PP003,closed_book_llm,gptoss120b,local:gpt-oss:120b,4,4,5,2,4,3,"Mechanistic detail good but lacks explicit citations, reducing verifiability."
PP004-A,PP004,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,4,4,5,4,4,4,Accurate but relies on reviews; lacks detailed clinical trial data.
PP004-B,PP004,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,5,5,4,5,5,"Comprehensive, includes trials; some cited PMID may be uncertain."
PP004-C,PP004,closed_book_llm,gptoss120b,local:gpt-oss:120b,5,5,5,4,5,5,"Well‑rounded evidence (genetics, animal, clinical) and clear limitations."
PP004-D,PP004,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,4,5,4,4,4,Solid but less comprehensive; missing genetics and detailed trial discussion.
PP005-A,PP005,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,"Comprehensive, well‑cited protective evidence; limitations clearly outlined."
PP005-B,PP005,closed_book_llm,gptoss120b,local:gpt-oss:120b,3,4,5,2,2,3,Claims increased risk with limited citations; lacks mechanistic detail.
PP005-C,PP005,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,4,5,4,4,4,Accurate protective evidence; slightly less comprehensive than A.
PP005-D,PP005,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,5,4,5,4,4,4,Accurate but includes extraneous graph note; less detail than A.
PP006-A,PP006,closed_book_llm,gptoss120b,local:gpt-oss:120b,4,5,5,3,5,5,Comprehensive multi‑level evidence; lacks explicit citations but aligns with literature.
PP006-B,PP006,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,4,3,3,5,4,3,"Focuses on Ti particles and miR‑21‑5p; misinterprets ti as debris, not a positive intermediate."
PP006-C,PP006,traditional_text_rag,gptoss120b,local:gpt-oss:120b,4,4,3,5,4,3,Similar to B with more detail; same misinterpretation of ti.
PP006-D,PP006,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,3,2,2,5,2,2,"Very brief, only two hops, no mechanistic depth; low detail."
PP007-A,PP007,traditional_text_rag,gptoss120b,local:gpt-oss:120b,4,3,5,4,4,3,Cites key study; relies on single source; mitochondrial link speculative.
PP007-B,PP007,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,4,4,5,4,4,4,"Clear hop distinction, adds hypothesis and test; still limited to one primary study."
PP007-C,PP007,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,4,3,5,4,4,3,Repeats same evidence; adequate but offers little beyond A/B.
PP007-D,PP007,closed_book_llm,gptoss120b,local:gpt-oss:120b,3,5,5,2,5,4,"Detailed mechanistic steps; lacks citations, some claims may be unverified."
PP008-A,PP008,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,2,3,3,3,2,2,Misinterprets serotonin direction; limited evidence.
PP008-B,PP008,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,4,4,5,4,4,5,"Accurate evidence, notes missing direct bridge, proposes testable hypothesis."
PP008-C,PP008,closed_book_llm,gptoss120b,local:gpt-oss:120b,4,5,5,3,5,5,"Strong preclinical data linking dysbiosis‑serotonin‑bone; human clues, but lacks explicit citations."
PP008-D,PP008,traditional_text_rag,gptoss120b,local:gpt-oss:120b,3,4,4,4,2,3,Mixed central/peripheral effects; mechanistic inconsistency reduces coherence.
PP009-A,PP009,closed_book_llm,gptoss120b,local:gpt-oss:120b,4,4,5,3,4,4,"Comprehensive hop‑by‑hop chain, distinguishes direct vs inferential evidence; lacks specific citations."
PP009-B,PP009,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,4,2,4,5,4,3,"Strong citations for early hops; truncated, missing later steps and full chain."
PP009-C,PP009,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,3,3,3,4,3,3,"Table format, cites abstracts; limited hops and missing key inflammation‑CF link."
PP009-D,PP009,traditional_text_rag,gptoss120b,local:gpt-oss:120b,4,3,5,4,4,4,"Clear bullet points with citations; ends abruptly, omits some mechanistic detail."
PP010-A,PP010,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,"Comprehensive, well‑cited animal and human data for each hop plus rescue experiments."
PP010-B,PP010,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,4,3,5,4,4,4,Accurate but truncated; missing full description of propionate experiment.
PP010-C,PP010,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,5,3,5,5,4,3,Correct but limited to two studies; no rescue evidence.
PP010-D,PP010,closed_book_llm,gptoss120b,local:gpt-oss:120b,3,3,3,2,3,3,Focuses on airway rather than gut; lacks specific citations.
PP011-A,PP011,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,Comprehensive hop‑by‑hop evidence with citations; minor truncation of molecular section.
PP011-B,PP011,closed_book_llm,gptoss120b,local:gpt-oss:120b,5,5,5,4,5,5,"Detailed multi‑level evidence; lacks explicit PMID citations, reducing grounding."
PP011-C,PP011,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,2,2,3,2,2,2,Sparse coverage; missing evidence for key hops; incomplete citations.
PP011-D,PP011,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,"Thorough, well‑cited evidence across human, animal, in‑vitro; clear hop distinction and hypotheses."
PP012-A,PP012,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,"Comprehensive, well‑cited evidence for each hop; includes human, animal, in‑vitro data and clear overall inference."
PP012-B,PP012,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,4,5,5,4,4,Well‑cited but truncated; missing final synthesis reduces completeness.
PP012-C,PP012,closed_book_llm,gptoss120b,local:gpt-oss:120b,5,5,5,2,5,4,"Very detailed mechanistic discussion but lacks explicit citations, weakening grounding."
PP012-D,PP012,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,2,2,3,3,2,2,Misstates hop directions; minimal and confusing evidence despite some citations.
PP013-A,PP013,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,4,3,4,3,3,3,Chain with citations but truncates later steps; limited detail on mutation/HCC evidence.
PP013-B,PP013,closed_book_llm,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,"Comprehensive, well‑cited evidence for each hop, includes human and animal data, acknowledges uncertainties."
PP013-C,PP013,traditional_text_rag,gptoss120b,local:gpt-oss:120b,4,4,4,4,4,4,Accurate chain with citations; less depth than B and missing some mechanistic details.
PP013-D,PP013,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,3,2,3,3,2,2,Only covers first two hops; lacks evidence for fibrosis‑mutation‑HCC; minimal detail.
PP014-A,PP014,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,"Comprehensive, well‑cited preclinical chain; clearly separates each hop."
PP014-B,PP014,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,4,3,4,4,4,3,Accurate but brief; omits immune‑mediated step and broader evidence.
PP014-C,PP014,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,4,5,5,5,5,"Well‑cited, clear hops; minor omission of antibiotic dysbiosis evidence."
PP014-D,PP014,closed_book_llm,gptoss120b,local:gpt-oss:120b,4,5,5,2,4,4,"Broad evidence, uncited; some claims lack explicit references, reducing grounding."
PP015-A,PP015,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,5,5,4,5,4,Stepwise gut‑focused evidence; cites animal/human; acknowledges inference limits.
PP015-B,PP015,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,4,2,3,3,2,2,Only two broad hops; lacks mechanistic detail.
PP015-C,PP015,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,Comprehensive gut‑to‑systemic chain; multiple citations; highlights hypothesis and testable predictions.
PP015-D,PP015,closed_book_llm,gptoss120b,local:gpt-oss:120b,5,4,5,3,5,4,Airway‑focused chain; strong mechanistic logic but missing explicit citations.
PP016-A,PP016,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,Well‑cited animal and human data distinguishing each hop; strong causal experiments.
PP016-B,PP016,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,4,5,5,5,4,"Accurate but brief; lacks human evidence, still clear chain."
PP016-C,PP016,closed_book_llm,gptoss120b,local:gpt-oss:120b,4,4,4,2,4,3,"Airway focus, many speculative statements, no explicit citations."
PP016-D,PP016,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,4,4,5,4,4,4,Includes review correlations; second hop less causal than A.
PP017-A,PP017,closed_book_llm,gptoss120b,local:gpt-oss:120b,4,5,5,3,5,5,Broad evidence but lacks specific citations; some claims unreferenced.
PP017-B,PP017,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,4,5,5,4,4,Strong epidemiologic data with citations; mechanistic detail modest.
PP017-C,PP017,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,5,2,4,5,2,2,Very brief; limited mechanistic explanation despite citations.
PP017-D,PP017,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,5,5,5,5,5,"Comprehensive, well‑cited human data plus mechanistic bridge and hypothesis."
PP018-A,PP018,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,5,4,5,4,5,5,"Covers all hops with human and animal data, clear citations, strong mechanistic links."
PP018-B,PP018,closed_book_llm,gptoss120b,local:gpt-oss:120b,5,5,5,2,5,4,"Comprehensive but lacks explicit citations, reducing verifiability."
PP018-C,PP018,traditional_text_rag,gptoss120b,local:gpt-oss:120b,5,4,5,4,5,4,"Well‑cited and coherent, but slightly less detail on dysbiosis generation than A."
PP018-D,PP018,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,4,2,3,4,2,2,"Very brief, missing inflammation step, limited mechanistic depth."
PP019-A,PP019,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,4,4,5,4,5,4,"Clear chain using oral dysbiosis; cites animal/human studies, but gut dysbiosis less addressed."
PP019-B,PP019,closed_book_llm,gptoss120b,local:gpt-oss:120b,4,5,5,3,5,5,"Comprehensive gut‑dysbiosis → inflammation → osteoporosis pathway; includes animal, in‑vitro, clinical data; lacks explicit PMID citations."
PP019-C,PP019,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,3,2,4,2,3,2,"Very brief, incomplete hops, missing many citations, truncated content."
PP019-D,PP019,traditional_text_rag,gptoss120b,local:gpt-oss:120b,4,4,5,4,5,4,Detailed oral dysbiosis pathway; strong animal/human evidence; clear mechanistic links; well‑cited.
PP020-A,PP020,kg_expansion_reranking_path_answer,gptoss120b,local:gpt-oss:120b,5,4,5,5,4,4,Cites relevant studies for each hop; mechanistic detail limited; overall chain acknowledged as inference.
PP020-B,PP020,closed_book_llm,gptoss120b,local:gpt-oss:120b,5,5,5,4,5,5,"Extensive mechanistic evidence, human and animal data, clear limitations; lacks explicit PMIDs but content solid."
PP020-C,PP020,text_rag_kg_reranking,gptoss120b,local:gpt-oss:120b,4,3,4,5,4,4,"Provides citations for early hops; answer truncated, missing later steps; incomplete cascade."
PP020-D,PP020,traditional_text_rag,gptoss120b,local:gpt-oss:120b,4,4,4,4,3,3,Mix of direct and associative evidence; hypothesis for systemic link; limited mechanistic data and citations for later hops.
