question_id,domain,question,edge_id,source,target,relation_type,supporting_titles,pmids,min_hop_count,max_path_score,rater_id,biologically_meaningful,relation_type_correct,notes
Q023,cancer biology,What is the evidence that hypoxia induces epithelial-mesenchymal transition through HIF-1alpha?,Q023-E15,hif1a,twist1,activates,Regulation of epithelial-to-mesenchymal transition in hypoxia by the HIF-1alpha network.,34905218,2,0.427,,,,
Q023,cancer biology,What is the evidence that hypoxia induces epithelial-mesenchymal transition through HIF-1alpha?,Q023-E16,hif1a,vhl,binds_to,RORgamma Hijacks HIF-1alpha to Promote Peritoneal Metastasis of Gastric Cancer.,41129727,2,0.427,,,,
Q023,cancer biology,What is the evidence that hypoxia induces epithelial-mesenchymal transition through HIF-1alpha?,Q023-E17,hif1a,tet1,activates,"Hypoxia, Epithelial-Mesenchymal Transition, and TET-Mediated Epigenetic Changes.",26861406,2,0.427,,,,
Q023,cancer biology,What is the evidence that hypoxia induces epithelial-mesenchymal transition through HIF-1alpha?,Q023-E18,hif1a,chrysophanic acid,inhibits,Chrysophanol Suppresses Hypoxia-Induced Epithelial-Mesenchymal Transition in Colorectal Cancer Cells.,30737895,2,0.427,,,,
Q023,cancer biology,What is the evidence that hypoxia induces epithelial-mesenchymal transition through HIF-1alpha?,Q023-E19,hif1a,isoflurane,increases,Isoflurane promotes epithelial-to-mesenchymal transition and metastasis of bladder cancer cells through HIF-1alpha-beta-catenin/Notch1 pathways.,32735882,2,0.427,,,,
Q023,cancer biology,What is the evidence that hypoxia induces epithelial-mesenchymal transition through HIF-1alpha?,Q023-E20,hif1a,neoplasm metastasis,promotes,RORgamma Hijacks HIF-1alpha to Promote Peritoneal Metastasis of Gastric Cancer.,41129727,2,0.427,,,,
Q025,neuromuscular disease,What candidate mechanisms connect Duchenne muscular dystrophy to chronic inflammation?,Q025-E01,inflammation,muscular dystrophy duchenne,associated_with,"Green tea extract decreases muscle pathology and NF-kappaB immunostaining in regenerating muscle fibers of mdx mice.; Fast skeletal myofibers of mdx mouse, model of Duchenne muscular dystrophy, express connexin hemichannels that lead to apoptosis.",19897286;26803842,1,0.767,,,,
Q025,neuromuscular disease,What candidate mechanisms connect Duchenne muscular dystrophy to chronic inflammation?,Q025-E02,inflammation,dmd,leads_to,Green tea extract decreases muscle pathology and NF-kappaB immunostaining in regenerating muscle fibers of mdx mice.,19897286,1,0.624,,,,
Q025,neuromuscular disease,What candidate mechanisms connect Duchenne muscular dystrophy to chronic inflammation?,Q025-E03,inflammation,epigallocatechin gallate,decreases,Green tea extract decreases muscle pathology and NF-kappaB immunostaining in regenerating muscle fibers of mdx mice.,19897286,1,0.624,,,,
Q025,neuromuscular disease,What candidate mechanisms connect Duchenne muscular dystrophy to chronic inflammation?,Q025-E04,dmd,muscular dystrophy duchenne,causes,Green tea extract decreases muscle pathology and NF-kappaB immunostaining in regenerating muscle fibers of mdx mice.,19897286,2,0.499,,,,
Q025,neuromuscular disease,What candidate mechanisms connect Duchenne muscular dystrophy to chronic inflammation?,Q025-E05,epigallocatechin gallate,nfkb1,decreases,Green tea extract decreases muscle pathology and NF-kappaB immunostaining in regenerating muscle fibers of mdx mice.,19897286,2,0.499,,,,
Q025,neuromuscular disease,What candidate mechanisms connect Duchenne muscular dystrophy to chronic inflammation?,Q025-E06,epigallocatechin gallate,muscular dystrophy duchenne,ameliorates,Green tea extract decreases muscle pathology and NF-kappaB immunostaining in regenerating muscle fibers of mdx mice.,19897286,2,0.499,,,,
Q025,neuromuscular disease,What candidate mechanisms connect Duchenne muscular dystrophy to chronic inflammation?,Q025-E07,muscular dystrophy duchenne,dmd,causes,Green tea extract decreases muscle pathology and NF-kappaB immunostaining in regenerating muscle fibers of mdx mice.,19897286,2,0.499,,,,
Q025,neuromuscular disease,What candidate mechanisms connect Duchenne muscular dystrophy to chronic inflammation?,Q025-E08,muscular dystrophy duchenne,epigallocatechin gallate,ameliorates,Green tea extract decreases muscle pathology and NF-kappaB immunostaining in regenerating muscle fibers of mdx mice.,19897286,2,0.499,,,,
Q025,neuromuscular disease,What candidate mechanisms connect Duchenne muscular dystrophy to chronic inflammation?,Q025-E09,muscular dystrophy duchenne,death,causes,Green tea extract decreases muscle pathology and NF-kappaB immunostaining in regenerating muscle fibers of mdx mice.,19897286,2,0.499,,,,
Q025,neuromuscular disease,What candidate mechanisms connect Duchenne muscular dystrophy to chronic inflammation?,Q025-E10,muscular dystrophy duchenne,muscular atrophy,causes,Green tea extract decreases muscle pathology and NF-kappaB immunostaining in regenerating muscle fibers of mdx mice.,19897286,2,0.499,,,,
Q025,neuromuscular disease,What candidate mechanisms connect Duchenne muscular dystrophy to chronic inflammation?,Q025-E11,muscular dystrophy duchenne,nfkb1,associated_with,Green tea extract decreases muscle pathology and NF-kappaB immunostaining in regenerating muscle fibers of mdx mice.,19897286,2,0.461,,,,
Q025,neuromuscular disease,What candidate mechanisms connect Duchenne muscular dystrophy to chronic inflammation?,Q025-E12,muscular dystrophy duchenne,genetic diseases inborn,associated_with,Green tea extract decreases muscle pathology and NF-kappaB immunostaining in regenerating muscle fibers of mdx mice.,19897286,2,0.461,,,,
Q025,neuromuscular disease,What candidate mechanisms connect Duchenne muscular dystrophy to chronic inflammation?,Q025-E13,muscular dystrophy duchenne,genetic diseases x-linked,associated_with,Interplay of IKK/NF-kappaB signaling in macrophages and myofibers promotes muscle degeneration in Duchenne muscular dystrophy.,17380205,2,0.461,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E01,atherosclerosis,poliumoside,ameliorates,Poliumoside attenuates endothelial senescence and atherosclerosis by regulating MKRN2-mediated autophagy via the PI3K/AKT/ mTOR pathway.,41587514,1,0.804,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E02,atherosclerosis,diabetes mellitus type 2,causes,Cellular Senescence Drives Diabetic Atherosclerosis: Aging Mechanisms and Integrative Therapeutic Implications.,42065920,1,0.804,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E03,atherosclerosis,inflammation,promotes,The Complex Bidirectional Relationship Between Aging and Atherosclerosis: Mechanistic Insights and Translational Opportunities.,40681353,1,0.804,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E04,atherosclerosis,nad,ameliorates,The Complex Bidirectional Relationship Between Aging and Atherosclerosis: Mechanistic Insights and Translational Opportunities.,40681353,1,0.804,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E05,atherosclerosis,vascular system injuries,promotes,The Complex Bidirectional Relationship Between Aging and Atherosclerosis: Mechanistic Insights and Translational Opportunities.,40681353,1,0.804,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E06,atherosclerosis,inflammaging,causes,Colchicine Protects against Ethanol-Induced Senescence and Senescence-Associated Secretory Phenotype in Endothelial Cells.,37107335,1,0.804,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E07,atherosclerosis,cardiovascular diseases,related_to,The Complex Bidirectional Relationship Between Aging and Atherosclerosis: Mechanistic Insights and Translational Opportunities.,40681353,1,0.756,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E08,atherosclerosis,cerebrovascular disorders,associated_with,Cerebromicrovascular senescence in vascular cognitive impairment: does accelerated microvascular aging accompany atherosclerosis?,40113668,1,0.756,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E09,atherosclerosis,cognition disorders,associated_with,Cerebromicrovascular senescence in vascular cognitive impairment: does accelerated microvascular aging accompany atherosclerosis?,40113668,1,0.756,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E10,poliumoside,cdkn2a,downregulates,Poliumoside attenuates endothelial senescence and atherosclerosis by regulating MKRN2-mediated autophagy via the PI3K/AKT/ mTOR pathway.,41587514,2,0.643,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E11,poliumoside,akt1,inhibits,Poliumoside attenuates endothelial senescence and atherosclerosis by regulating MKRN2-mediated autophagy via the PI3K/AKT/ mTOR pathway.,41587514,2,0.643,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E12,poliumoside,mtor,inhibits,Poliumoside attenuates endothelial senescence and atherosclerosis by regulating MKRN2-mediated autophagy via the PI3K/AKT/ mTOR pathway.,41587514,2,0.643,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E13,poliumoside,pik3cb,inhibits,Poliumoside attenuates endothelial senescence and atherosclerosis by regulating MKRN2-mediated autophagy via the PI3K/AKT/ mTOR pathway.,41587514,2,0.643,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E14,poliumoside,tp53,downregulates,Poliumoside attenuates endothelial senescence and atherosclerosis by regulating MKRN2-mediated autophagy via the PI3K/AKT/ mTOR pathway.,41587514,2,0.643,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E15,poliumoside,inflammation,ameliorates,Poliumoside attenuates endothelial senescence and atherosclerosis by regulating MKRN2-mediated autophagy via the PI3K/AKT/ mTOR pathway.,41587514,2,0.643,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E16,inflammation,poliumoside,ameliorates,Poliumoside attenuates endothelial senescence and atherosclerosis by regulating MKRN2-mediated autophagy via the PI3K/AKT/ mTOR pathway.,41587514,2,0.643,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E17,inflammation,ethanol,induces,Colchicine Protects against Ethanol-Induced Senescence and Senescence-Associated Secretory Phenotype in Endothelial Cells.,37107335,2,0.643,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E18,inflammaging,thrombosis,results_in,Colchicine Protects against Ethanol-Induced Senescence and Senescence-Associated Secretory Phenotype in Endothelial Cells.,37107335,2,0.643,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E19,poliumoside,mkrn2,binds_to,Poliumoside attenuates endothelial senescence and atherosclerosis by regulating MKRN2-mediated autophagy via the PI3K/AKT/ mTOR pathway.,41587514,2,0.624,,,,
Q029,vascular biology,What mechanisms connect endothelial senescence to atherosclerosis?,Q029-E20,cardiovascular diseases,ethanol,associated_with,Colchicine Protects against Ethanol-Induced Senescence and Senescence-Associated Secretory Phenotype in Endothelial Cells.,37107335,2,0.605,,,,
Q031,dermatology,What pathways connect atopic dermatitis to skin barrier dysfunction?,Q031-E01,dermatitis,dermatitis atopic,related_to,"Polynucleotides Enhance Skin Barrier Function and Reduce Inflammation in a 2,4-Dinitrochlorobenzene-Induced Mouse Model of Atopic Dermatitis.",40484710,1,0.456,,,,
Q031,dermatology,What pathways connect atopic dermatitis to skin barrier dysfunction?,Q031-E02,dermatitis atopic,il24,associated_with,The IL-13/periostin/IL-24 pathway causes epidermal barrier dysfunction in allergic skin inflammation.,29528494,2,0.365,,,,
Q031,dermatology,What pathways connect atopic dermatitis to skin barrier dysfunction?,Q031-E03,dermatitis atopic,il4,associated_with,"The IL-13/periostin/IL-24 pathway causes epidermal barrier dysfunction in allergic skin inflammation.; Distinct Roles of IL-4, IL-13, and IL-22 in Human Skin Barrier Dysfunction and Atopic Dermatitis.",29528494;40985485,2,0.365,,,,
Q031,dermatology,What pathways connect atopic dermatitis to skin barrier dysfunction?,Q031-E04,dermatitis atopic,il13,associated_with,The IL-13/periostin/IL-24 pathway causes epidermal barrier dysfunction in allergic skin inflammation.,29528494,2,0.365,,,,
Q031,dermatology,What pathways connect atopic dermatitis to skin barrier dysfunction?,Q031-E05,dermatitis atopic,dinitrochlorobenzene,induces,"Polynucleotides Enhance Skin Barrier Function and Reduce Inflammation in a 2,4-Dinitrochlorobenzene-Induced Mouse Model of Atopic Dermatitis.",40484710,2,0.365,,,,
Q031,dermatology,What pathways connect atopic dermatitis to skin barrier dysfunction?,Q031-E06,dermatitis atopic,inflammation,associated_with,Pathogenesis of Atopic Dermatitis: Current Paradigm.; Regulation of Skin Barrier Function via Competition between AHR Axis versus IL-13/IL-4-JAK-STAT6/STAT3 Axis: Pathogenic and Therapeutic Implications in Atopic Dermatitis.; Epigenetic control of inflammation in Atopic Dermatitis.,31182684;33233866;37120405,2,0.365,,,,
Q031,dermatology,What pathways connect atopic dermatitis to skin barrier dysfunction?,Q031-E07,dermatitis atopic,pruritus,associated_with,"Interplay of cytokines in the pathophysiology of atopic dermatitis: insights from Murin models and human.; Polynucleotides Enhance Skin Barrier Function and Reduce Inflammation in a 2,4-Dinitrochlorobenzene-Induced Mouse Model of Atopic Dermatitis.",38590314;40484710,2,0.365,,,,
Q031,dermatology,What pathways connect atopic dermatitis to skin barrier dysfunction?,Q031-E08,dermatitis atopic,acylceramide,associated_with,"Current Understanding of Pathophysiological Mechanisms of Atopic Dermatitis: Interactions among Skin Barrier Dysfunction, Immune Abnormalities and Pruritus.",31902917,2,0.365,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E01,diabetic retinopathy,inflammation,associated_with,"Exploring the various aspects of the pathological role of vascular endothelial growth factor (VEGF) in diabetic retinopathy.; Diabetic retinopathy, a vascular and inflammatory disease: Therapeutic implications.; Thermosensitive hydrogel composite with si-Cx43 nanoparticles and anti-VEGF agent for synergistic treatment of diabetic retinopathy.",26054568;31005756;40528841,1,0.83,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E02,diabetic retinopathy,vision disorders,leads_to,"Exploring the various aspects of the pathological role of vascular endothelial growth factor (VEGF) in diabetic retinopathy.; Diabetic retinopathy, a vascular and inflammatory disease: Therapeutic implications.; Thermosensitive hydrogel composite with si-Cx43 nanoparticles and anti-VEGF agent for synergistic treatment of diabetic retinopathy.",26054568;31005756;40528841,1,0.83,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E03,diabetic retinopathy,retinal diseases,associated_with,"Exploring the various aspects of the pathological role of vascular endothelial growth factor (VEGF) in diabetic retinopathy.; Diabetic retinopathy, a vascular and inflammatory disease: Therapeutic implications.; Non-invasive bioelectrical therapy suppresses retinal neovascularization by modulating cellular metabolism and inflammation.",26054568;31005756;41199318,1,0.778,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E04,diabetic retinopathy,vegfa,associated_with,"Exploring the various aspects of the pathological role of vascular endothelial growth factor (VEGF) in diabetic retinopathy.; Diabetic retinopathy, a vascular and inflammatory disease: Therapeutic implications.",26054568;31005756,1,0.697,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E05,diabetic retinopathy,diabetes mellitus,causes,"Exploring the various aspects of the pathological role of vascular endothelial growth factor (VEGF) in diabetic retinopathy.; Diabetic retinopathy, a vascular and inflammatory disease: Therapeutic implications.",26054568;31005756,1,0.697,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E06,diabetic retinopathy,macular edema,causes,"Exploring the various aspects of the pathological role of vascular endothelial growth factor (VEGF) in diabetic retinopathy.; Diabetic retinopathy, a vascular and inflammatory disease: Therapeutic implications.",26054568;31005756,1,0.697,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E07,diabetic retinopathy,bevacizumab,treats,Thermosensitive hydrogel composite with si-Cx43 nanoparticles and anti-VEGF agent for synergistic treatment of diabetic retinopathy.,40528841,1,0.564,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E08,diabetic retinopathy,blindness,causes,"Antibody-based therapeutics and therapeutic development for diabetic retinopathy: targeting VEGF, Ang/Tie, and inflammatory pathways.",41601934,1,0.564,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E09,diabetic retinopathy,streptozocin,induces,Non-invasive bioelectrical therapy suppresses retinal neovascularization by modulating cellular metabolism and inflammation.,41199318,1,0.564,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E10,diabetic retinopathy,kdr,associated_with,"Vascular endothelial growth factor (VEGF)-Receptor2: its biological functions, major signaling pathway, and specific ligand VEGF-E.",16728325,1,0.516,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E11,diabetic retinopathy,gja1,associated_with,Thermosensitive hydrogel composite with si-Cx43 nanoparticles and anti-VEGF agent for synergistic treatment of diabetic retinopathy.,40528841,1,0.516,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E12,diabetic retinopathy,ren,associated_with,"Diabetic retinopathy, a vascular and inflammatory disease: Therapeutic implications.",31005756,1,0.516,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E13,diabetic retinopathy,vascular diseases,associated_with,"Diabetic retinopathy, a vascular and inflammatory disease: Therapeutic implications.",31005756,1,0.516,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E14,diabetic retinopathy,retinal neovascularization,associated_with,Non-invasive bioelectrical therapy suppresses retinal neovascularization by modulating cellular metabolism and inflammation.,41199318,1,0.516,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E15,vegfa,inflammation,associated_with,Exploring the various aspects of the pathological role of vascular endothelial growth factor (VEGF) in diabetic retinopathy.; Novel therapeutic targets in diabetic macular edema: Beyond VEGF.,26054568;28993218,2,0.558,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E16,vegfa,macular edema,associated_with,"Exploring the various aspects of the pathological role of vascular endothelial growth factor (VEGF) in diabetic retinopathy.; Novel therapeutic targets in diabetic macular edema: Beyond VEGF.; Diabetic retinopathy, a vascular and inflammatory disease: Therapeutic implications.",26054568;28993218;31005756,2,0.558,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E17,inflammation,vegfa,associated_with,Exploring the various aspects of the pathological role of vascular endothelial growth factor (VEGF) in diabetic retinopathy.; Novel therapeutic targets in diabetic macular edema: Beyond VEGF.,26054568;28993218,2,0.558,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E18,inflammation,macular edema,causes,"Novel therapeutic targets in diabetic macular edema: Beyond VEGF.; Diabetic retinopathy, a vascular and inflammatory disease: Therapeutic implications.",28993218;31005756,2,0.558,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E19,macular edema,vegfa,associated_with,"Exploring the various aspects of the pathological role of vascular endothelial growth factor (VEGF) in diabetic retinopathy.; Novel therapeutic targets in diabetic macular edema: Beyond VEGF.; Diabetic retinopathy, a vascular and inflammatory disease: Therapeutic implications.",26054568;28993218;31005756,2,0.558,,,,
Q034,ophthalmology,Which mechanisms link VEGF signaling to diabetic retinopathy progression?,Q034-E20,macular edema,inflammation,causes,"Novel therapeutic targets in diabetic macular edema: Beyond VEGF.; Diabetic retinopathy, a vascular and inflammatory disease: Therapeutic implications.",28993218;31005756,2,0.558,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E01,hepatitis b,carcinoma hepatocellular,causes,Molecular Pathogenesis of Hepatitis-B-virus-associated Hepatocellular Carcinoma.; Hepatitis B Virus-Associated Hepatocellular Carcinoma.,20485626;29052129,1,0.537,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E02,hepatitis b,hepatitis b chronic,associated_with,Hepatitis B Virus-Associated Hepatocellular Carcinoma.; Hypoxic gene expression in chronic hepatitis B virus infected patients is not observed in state-of-the-art in vitro and mouse infection models.,29052129;32839523,1,0.487,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E03,hepatitis b,infections,associated_with,Hepatitis B Virus-Associated Hepatocellular Carcinoma.,29052129,1,0.436,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E04,carcinoma hepatocellular,x,promotes,Molecular Pathogenesis of Hepatitis-B-virus-associated Hepatocellular Carcinoma.; Hepatocellular carcinoma.; Hepatitis B Virus-Associated Hepatocellular Carcinoma.,20485626;25646384;29052129,2,0.43,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E05,carcinoma hepatocellular,inflammation,causes,Molecular Pathogenesis of Hepatitis-B-virus-associated Hepatocellular Carcinoma.; Hepatocellular carcinoma.; Molecular mechanistic insight of hepatitis B virus mediated hepatocellular carcinoma.,20485626;25646384;30611768,2,0.43,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E06,carcinoma hepatocellular,liver cirrhosis,co_occurs_with,Molecular mechanistic insight of hepatitis B virus mediated hepatocellular carcinoma.; Hepatitis B Virus Modulated Transcriptional Regulatory Map of Hepatic Cellular MicroRNAs.,30611768;38064540,2,0.43,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E07,carcinoma hepatocellular,neoplasms,associated_with,Molecular Pathogenesis of Hepatitis-B-virus-associated Hepatocellular Carcinoma.; Hepatocellular carcinoma.; Virus-induced hepatocellular carcinoma with special emphasis on HBV.,20485626;25646384;28097530,2,0.43,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E08,carcinoma hepatocellular,hepatitis b chronic,causes,Hepatitis B Virus-Associated Hepatocellular Carcinoma.; HBV-related HCC development in mice is STAT3 dependent and indicates an oncogenic effect of HBx.,29052129;39290403,2,0.43,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E09,carcinoma hepatocellular,fibrosis,associated_with,Molecular Pathogenesis of Hepatitis-B-virus-associated Hepatocellular Carcinoma.; HBV-related HCC development in mice is STAT3 dependent and indicates an oncogenic effect of HBx.,20485626;39290403,2,0.389,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E10,hepatitis b chronic,carcinoma hepatocellular,causes,Hepatitis B Virus-Associated Hepatocellular Carcinoma.; HBV-related HCC development in mice is STAT3 dependent and indicates an oncogenic effect of HBx.,29052129;39290403,2,0.389,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E11,carcinoma hepatocellular,stat3,promotes,HBV-related HCC development in mice is STAT3 dependent and indicates an oncogenic effect of HBx.,39290403,2,0.387,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E12,carcinoma hepatocellular,hbx,associated_with,HBV-related HCC development in mice is STAT3 dependent and indicates an oncogenic effect of HBx.,39290403,2,0.387,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E13,carcinoma hepatocellular,pres2/,promotes,Hepatitis B Virus-Associated Hepatocellular Carcinoma.,29052129,2,0.387,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E14,hepatitis b chronic,fibrosis,leads_to,Hepatitis B Virus-Associated Hepatocellular Carcinoma.,29052129,2,0.387,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E15,hepatitis b chronic,inflammation,causes,Hepatitis B Virus-Associated Hepatocellular Carcinoma.,29052129,2,0.387,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E16,hepatitis b chronic,liver cirrhosis,leads_to,Hepatitis B Virus-Associated Hepatocellular Carcinoma.,29052129,2,0.387,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E17,carcinoma hepatocellular,death,associated_with,Molecular mechanistic insight of hepatitis B virus mediated hepatocellular carcinoma.,30611768,2,0.349,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E18,carcinoma hepatocellular,liver neoplasms,related_to,HBV-related HCC development in mice is STAT3 dependent and indicates an oncogenic effect of HBx.,39290403,2,0.349,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E19,carcinoma hepatocellular,virus diseases,associated_with,HBV induced carcinogenesis.,16461228,2,0.349,,,,
Q037,infectious disease,What mechanisms connect chronic hepatitis B infection to hepatocellular carcinoma?,Q037-E20,carcinoma hepatocellular,hcc,associated_with,Hepatocellular carcinoma.,25646384,2,0.349,,,,
Q048,method stress test,What evidence supports a causal pathway from melatonin to osteoclast inhibition through miR-21?,Q048-E01,melatonin,bone diseases,prevents,Melatonin Attenuates RANKL-Induced Osteoclastogenesis via Inhibition of Atp6v0d2 and DC-STAMP through MAPK and NFATc1 Signaling Pathways.; Melatonin promotes the restoration of bone defects via enhancement of miR-335-5p combined with inhibition of TNFalpha/NF-kappaB signaling.; Melatonin as a chronobiotic/cytoprotective agent in bone. Doses involved.,35056817;36520091;38083808,1,0.844,,,,
Q048,method stress test,What evidence supports a causal pathway from melatonin to osteoclast inhibition through miR-21?,Q048-E02,melatonin,osteoporosis,associated_with,Melatonin effects on bone: experimental facts and clinical perspectives.; Melatonin induces RAW264.7 cell apoptosis via the BMAL1/ROS/MAPK-p38 pathway to improve postmenopausal osteoporosis.; Melatonin: A Potential Therapy for Osteoporosis With Insights Into Molecular Mechanisms.,12562498;37907083;40452254,1,0.74,,,,
Q048,method stress test,What evidence supports a causal pathway from melatonin to osteoclast inhibition through miR-21?,Q048-E03,melatonin,mapk14,inhibits,Melatonin Attenuates RANKL-Induced Osteoclastogenesis via Inhibition of Atp6v0d2 and DC-STAMP through MAPK and NFATc1 Signaling Pathways.; Melatonin induces RAW264.7 cell apoptosis via the BMAL1/ROS/MAPK-p38 pathway to improve postmenopausal osteoporosis.,35056817;37907083,1,0.637,,,,
Q048,method stress test,What evidence supports a causal pathway from melatonin to osteoclast inhibition through miR-21?,Q048-E04,melatonin,tnfrsf11b,upregulates,Melatonin effects on bone: experimental facts and clinical perspectives.; Melatonin as a chronobiotic/cytoprotective agent in bone. Doses involved.; Melatonin: A Potential Therapy for Osteoporosis With Insights Into Molecular Mechanisms.,12562498;38083808;40452254,1,0.637,,,,
Q048,method stress test,What evidence supports a causal pathway from melatonin to osteoclast inhibition through miR-21?,Q048-E05,melatonin,arntl,upregulates,Melatonin induces RAW264.7 cell apoptosis via the BMAL1/ROS/MAPK-p38 pathway to improve postmenopausal osteoporosis.,37907083,1,0.534,,,,
Q048,method stress test,What evidence supports a causal pathway from melatonin to osteoclast inhibition through miR-21?,Q048-E06,melatonin,ctnnb1,activates,Melatonin promotes the restoration of bone defects via enhancement of miR-335-5p combined with inhibition of TNFalpha/NF-kappaB signaling.,36520091,1,0.534,,,,
Q048,method stress test,What evidence supports a causal pathway from melatonin to osteoclast inhibition through miR-21?,Q048-E07,melatonin,nfatc1,inhibits,Melatonin Attenuates RANKL-Induced Osteoclastogenesis via Inhibition of Atp6v0d2 and DC-STAMP through MAPK and NFATc1 Signaling Pathways.,35056817,1,0.534,,,,
