system,edge_id,source,target,relation_type,pmids,rater_id,biologically_meaningful,relation_type_correct,notes
netmedex_hybrid_rag,Q023-E15,hif1a,twist1,activates,34905218,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] TWIST1 is not mentioned in the supporting title."
netmedex_hybrid_rag,Q023-E16,hif1a,vhl,binds_to,41129727,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] VHL is not mentioned in the supporting title."
netmedex_hybrid_rag,Q023-E17,hif1a,tet1,activates,26861406,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] HIF-1alpha is not mentioned in the supporting title."
netmedex_hybrid_rag,Q023-E18,hif1a,chrysophanic acid,inhibits,30737895,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] HIF-1alpha is not mentioned in the supporting title."
netmedex_hybrid_rag,Q023-E19,hif1a,isoflurane,increases,32735882,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title states isoflurane acts through HIF-1alpha, meaning isoflurane increases HIF-1alpha activity, not the reverse."
netmedex_hybrid_rag,Q023-E20,hif1a,neoplasm metastasis,promotes,41129727,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title states RORgamma hijacks HIF-1alpha to promote metastasis, supporting that HIF-1alpha promotes metastasis."
netmedex_hybrid_rag,Q025-E01,inflammation,muscular dystrophy duchenne,associated_with,19897286;26803842,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles mention NF-kappaB (a key inflammatory mediator) immunostaining in mdx mice (a model of Duchenne muscular dystrophy), supporting an association between inflammation and DMD."
netmedex_hybrid_rag,Q025-E02,inflammation,dmd,leads_to,19897286,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] While inflammation (NF-kappaB) is related to DMD pathology, the title does not state that inflammation 'leads to' DMD, which is a genetic disease."
netmedex_hybrid_rag,Q025-E03,inflammation,epigallocatechin gallate,decreases,19897286,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The relation direction is inverted. The title states that green tea extract (epigallocatechin gallate) decreases NF-kappaB (inflammation), not that inflammation decreases epigallocatechin gallate."
netmedex_hybrid_rag,Q025-E04,dmd,muscular dystrophy duchenne,causes,19897286,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title does not mention the DMD gene causing Duchenne muscular dystrophy, nor does it explicitly mention the acronym DMD."
netmedex_hybrid_rag,Q025-E05,epigallocatechin gallate,nfkb1,decreases,19897286,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title explicitly states that green tea extract (whose main active component is epigallocatechin gallate) decreases NF-kappaB immunostaining."
netmedex_hybrid_rag,Q025-E06,epigallocatechin gallate,muscular dystrophy duchenne,ameliorates,19897286,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title states that green tea extract (epigallocatechin gallate) decreases muscle pathology in mdx mice, which supports that it ameliorates Duchenne muscular dystrophy."
netmedex_hybrid_rag,Q025-E07,muscular dystrophy duchenne,dmd,causes,19897286,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title does not mention DMD causing DMD, which is a tautology or confusion between the gene and the disease, and is unsupported by the text."
netmedex_hybrid_rag,Q025-E08,muscular dystrophy duchenne,epigallocatechin gallate,ameliorates,19897286,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The relation direction is inverted. Green tea extract (epigallocatechin gallate) ameliorates Duchenne muscular dystrophy pathology, not the other way around."
netmedex_hybrid_rag,Q025-E09,muscular dystrophy duchenne,death,causes,19897286,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title does not mention death or mortality associated with Duchenne muscular dystrophy."
netmedex_hybrid_rag,Q025-E10,muscular dystrophy duchenne,muscular atrophy,causes,19897286,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title mentions 'muscle pathology' but does not specifically mention 'muscular atrophy' or that DMD causes it."
netmedex_hybrid_rag,Q025-E11,muscular dystrophy duchenne,nfkb1,associated_with,19897286,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title mentions NF-kappaB immunostaining in regenerating muscle fibers of mdx mice, supporting an association between DMD and NFKB1."
netmedex_hybrid_rag,Q025-E12,muscular dystrophy duchenne,genetic diseases inborn,associated_with,19897286,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title does not mention inborn genetic diseases."
netmedex_hybrid_rag,Q025-E13,muscular dystrophy duchenne,genetic diseases x-linked,associated_with,17380205,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title does not mention X-linked genetic diseases."
netmedex_hybrid_rag,Q029-E01,atherosclerosis,poliumoside,ameliorates,41587514,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title states that poliumoside attenuates atherosclerosis, meaning the direction of the 'ameliorates' relation is reversed (poliumoside ameliorates atherosclerosis, not the other way around)."
netmedex_hybrid_rag,Q029-E02,atherosclerosis,diabetes mellitus type 2,causes,42065920,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title mentions 'Diabetic Atherosclerosis', implying diabetes contributes to atherosclerosis, not that atherosclerosis causes diabetes."
netmedex_hybrid_rag,Q029-E03,atherosclerosis,inflammation,promotes,40681353,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The supporting title does not mention inflammation."
netmedex_hybrid_rag,Q029-E04,atherosclerosis,nad,ameliorates,40681353,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The supporting title does not mention NAD."
netmedex_hybrid_rag,Q029-E05,atherosclerosis,vascular system injuries,promotes,40681353,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The supporting title does not mention vascular system injuries."
netmedex_hybrid_rag,Q029-E06,atherosclerosis,inflammaging,causes,37107335,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The supporting title does not mention atherosclerosis or inflammaging."
netmedex_hybrid_rag,Q029-E07,atherosclerosis,cardiovascular diseases,related_to,40681353,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The supporting title does not mention cardiovascular diseases as a distinct entity from atherosclerosis."
netmedex_hybrid_rag,Q029-E08,atherosclerosis,cerebrovascular disorders,associated_with,40113668,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title explicitly asks if microvascular aging (cerebromicrovascular senescence) accompanies atherosclerosis, supporting an association."
netmedex_hybrid_rag,Q029-E09,atherosclerosis,cognition disorders,associated_with,40113668,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title links vascular cognitive impairment to atherosclerosis, supporting an association with cognition disorders."
netmedex_hybrid_rag,Q029-E10,poliumoside,cdkn2a,downregulates,41587514,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The supporting title does not mention CDKN2A."
netmedex_hybrid_rag,Q029-E11,poliumoside,akt1,inhibits,41587514,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title mentions poliumoside regulates the PI3K/AKT/mTOR pathway, but does not explicitly state that it 'inhibits' AKT1."
netmedex_hybrid_rag,Q029-E12,poliumoside,mtor,inhibits,41587514,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title mentions poliumoside regulates the PI3K/AKT/mTOR pathway, but does not explicitly state that it 'inhibits' mTOR."
netmedex_hybrid_rag,Q029-E13,poliumoside,pik3cb,inhibits,41587514,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title mentions poliumoside regulates the PI3K/AKT/mTOR pathway, but does not explicitly state that it 'inhibits' PIK3CB."
netmedex_hybrid_rag,Q029-E14,poliumoside,tp53,downregulates,41587514,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The supporting title does not mention TP53."
netmedex_hybrid_rag,Q029-E15,poliumoside,inflammation,ameliorates,41587514,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The supporting title does not mention inflammation."
netmedex_hybrid_rag,Q029-E16,inflammation,poliumoside,ameliorates,41587514,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The supporting title does not mention inflammation."
netmedex_hybrid_rag,Q029-E17,inflammation,ethanol,induces,37107335,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The supporting title does not mention inflammation."
netmedex_hybrid_rag,Q029-E18,inflammaging,thrombosis,results_in,37107335,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The supporting title does not mention inflammaging or thrombosis."
netmedex_hybrid_rag,Q029-E19,poliumoside,mkrn2,binds_to,41587514,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title states poliumoside regulates MKRN2-mediated autophagy, but does not provide evidence that it directly 'binds_to' MKRN2."
netmedex_hybrid_rag,Q029-E20,cardiovascular diseases,ethanol,associated_with,37107335,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The supporting title does not mention cardiovascular diseases."
netmedex_hybrid_rag,Q031-E01,dermatitis,dermatitis atopic,related_to,40484710,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Atopic dermatitis is a specific type of dermatitis, making them inherently related, which is consistent with the mention of atopic dermatitis in the title."
netmedex_hybrid_rag,Q031-E02,dermatitis atopic,il24,associated_with,29528494,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title links the IL-24 pathway to allergic skin inflammation, which is a hallmark and often used synonymously with atopic dermatitis in these contexts."
netmedex_hybrid_rag,Q031-E03,dermatitis atopic,il4,associated_with,29528494;40985485,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The second title explicitly states that IL-4 has a distinct role in atopic dermatitis, supporting the association."
netmedex_hybrid_rag,Q031-E04,dermatitis atopic,il13,associated_with,29528494,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title links the IL-13 pathway to allergic skin inflammation, which is a core component of atopic dermatitis."
netmedex_hybrid_rag,Q031-E05,dermatitis atopic,dinitrochlorobenzene,induces,40484710,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The entities are meaningfully related, but the direction of the relation is incorrect. The title states that 2,4-Dinitrochlorobenzene induces the model of atopic dermatitis, not that atopic dermatitis induces dinitrochlorobenzene."
netmedex_hybrid_rag,Q031-E06,dermatitis atopic,inflammation,associated_with,31182684;33233866;37120405,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The third title explicitly mentions the 'epigenetic control of inflammation in Atopic Dermatitis', supporting the association."
netmedex_hybrid_rag,Q031-E07,dermatitis atopic,pruritus,associated_with,38590314;40484710,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The term 'pruritus' (itching) is not mentioned in any of the provided supporting titles, making this edge unsupported by the text."
netmedex_hybrid_rag,Q031-E08,dermatitis atopic,acylceramide,associated_with,31902917,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The term 'acylceramide' is completely absent from the provided supporting title, meaning the relationship is unsupported by the text."
netmedex_hybrid_rag,Q034-E01,diabetic retinopathy,inflammation,associated_with,26054568;31005756;40528841,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The supporting titles explicitly describe diabetic retinopathy as an inflammatory disease, supporting the association."
netmedex_hybrid_rag,Q034-E02,diabetic retinopathy,vision disorders,leads_to,26054568;31005756;40528841,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Vision disorders are not mentioned in any of the supporting titles."
netmedex_hybrid_rag,Q034-E03,diabetic retinopathy,retinal diseases,associated_with,26054568;31005756;41199318,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Diabetic retinopathy is inherently a retinal disease, which is supported by the terminology in the titles."
netmedex_hybrid_rag,Q034-E04,diabetic retinopathy,vegfa,associated_with,26054568;31005756,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly mention the pathological role of VEGF in diabetic retinopathy."
netmedex_hybrid_rag,Q034-E05,diabetic retinopathy,diabetes mellitus,causes,26054568;31005756,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] While diabetic retinopathy implies a relationship with diabetes mellitus, diabetic retinopathy does not cause diabetes; the causal direction is reversed."
netmedex_hybrid_rag,Q034-E06,diabetic retinopathy,macular edema,causes,26054568;31005756,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Macular edema is not mentioned in the supporting titles."
netmedex_hybrid_rag,Q034-E07,diabetic retinopathy,bevacizumab,treats,40528841,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Bevacizumab is not explicitly mentioned in the supporting titles, only a generic 'anti-VEGF agent'."
netmedex_hybrid_rag,Q034-E08,diabetic retinopathy,blindness,causes,41601934,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Blindness is not mentioned in the supporting titles."
netmedex_hybrid_rag,Q034-E09,diabetic retinopathy,streptozocin,induces,41199318,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Neither diabetic retinopathy nor streptozocin are mentioned in the supporting title."
netmedex_hybrid_rag,Q034-E10,diabetic retinopathy,kdr,associated_with,16728325,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Diabetic retinopathy is not mentioned in the supporting title."
netmedex_hybrid_rag,Q034-E11,diabetic retinopathy,gja1,associated_with,40528841,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title mentions si-Cx43 (which targets the GJA1 gene) for the treatment of diabetic retinopathy."
netmedex_hybrid_rag,Q034-E12,diabetic retinopathy,ren,associated_with,31005756,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] REN (renin) is not mentioned in the supporting title."
netmedex_hybrid_rag,Q034-E13,diabetic retinopathy,vascular diseases,associated_with,31005756,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title explicitly describes diabetic retinopathy as a vascular disease."
netmedex_hybrid_rag,Q034-E14,diabetic retinopathy,retinal neovascularization,associated_with,41199318,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Diabetic retinopathy is not mentioned in the supporting title."
netmedex_hybrid_rag,Q034-E15,vegfa,inflammation,associated_with,26054568;28993218,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Inflammation is not mentioned in the supporting titles."
netmedex_hybrid_rag,Q034-E16,vegfa,macular edema,associated_with,26054568;28993218;31005756,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly mention VEGF in the context of diabetic macular edema."
netmedex_hybrid_rag,Q034-E17,inflammation,vegfa,associated_with,26054568;28993218,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Inflammation is not mentioned in the supporting titles."
netmedex_hybrid_rag,Q034-E18,inflammation,macular edema,causes,28993218;31005756,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles mention macular edema and inflammatory disease in separate contexts but do not establish a causal relationship between inflammation and macular edema."
netmedex_hybrid_rag,Q034-E19,macular edema,vegfa,associated_with,26054568;28993218;31005756,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly mention VEGF in the context of diabetic macular edema."
netmedex_hybrid_rag,Q034-E20,macular edema,inflammation,causes,28993218;31005756,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles do not establish a causal relationship between macular edema and inflammation."
netmedex_hybrid_rag,Q037-E01,hepatitis b,carcinoma hepatocellular,causes,20485626;29052129,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly mention Hepatitis-B-virus-associated Hepatocellular Carcinoma and its pathogenesis, supporting a causal relationship."
netmedex_hybrid_rag,Q037-E02,hepatitis b,hepatitis b chronic,associated_with,29052129;32839523,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles mention both Hepatitis B virus and chronic hepatitis B virus, supporting an association between the general and specific terms."
netmedex_hybrid_rag,Q037-E03,hepatitis b,infections,associated_with,29052129,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The generic term 'infections' is not mentioned as a distinct entity in the titles, making this edge unsupported."
netmedex_hybrid_rag,Q037-E04,carcinoma hepatocellular,x,promotes,20485626;25646384;29052129,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The target 'x' is an extraction artifact and is not mentioned in the titles."
netmedex_hybrid_rag,Q037-E05,carcinoma hepatocellular,inflammation,causes,20485626;25646384;30611768,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Inflammation is not mentioned in the provided titles."
netmedex_hybrid_rag,Q037-E06,carcinoma hepatocellular,liver cirrhosis,co_occurs_with,30611768;38064540,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Liver cirrhosis is not mentioned in the provided titles."
netmedex_hybrid_rag,Q037-E07,carcinoma hepatocellular,neoplasms,associated_with,20485626;25646384;28097530,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The term 'neoplasms' is not explicitly mentioned as a distinct entity related to HCC in the titles; this is an ontology artifact."
netmedex_hybrid_rag,Q037-E08,carcinoma hepatocellular,hepatitis b chronic,causes,29052129;39290403,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles indicate HBV leads to HCC, not that HCC causes chronic hepatitis B (the direction of causality is reversed)."
netmedex_hybrid_rag,Q037-E09,carcinoma hepatocellular,fibrosis,associated_with,20485626;39290403,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Fibrosis is not mentioned in the provided titles."
netmedex_hybrid_rag,Q037-E10,hepatitis b chronic,carcinoma hepatocellular,causes,29052129;39290403,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly mention HBV-related HCC development, supporting that chronic hepatitis B causes HCC."
netmedex_hybrid_rag,Q037-E11,carcinoma hepatocellular,stat3,promotes,39290403,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title states HCC development is STAT3 dependent, meaning STAT3 promotes HCC, not the reverse."
netmedex_hybrid_rag,Q037-E12,carcinoma hepatocellular,hbx,associated_with,39290403,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title mentions the oncogenic effect of HBx in HBV-related HCC development, supporting an association."
netmedex_hybrid_rag,Q037-E13,carcinoma hepatocellular,pres2/,promotes,29052129,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The target 'pres2/' is an extraction artifact and is not mentioned in the titles."
netmedex_hybrid_rag,Q037-E14,hepatitis b chronic,fibrosis,leads_to,29052129,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Fibrosis is not mentioned in the provided titles."
netmedex_hybrid_rag,Q037-E15,hepatitis b chronic,inflammation,causes,29052129,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Inflammation is not mentioned in the provided titles."
netmedex_hybrid_rag,Q037-E16,hepatitis b chronic,liver cirrhosis,leads_to,29052129,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Liver cirrhosis is not mentioned in the provided titles."
netmedex_hybrid_rag,Q037-E17,carcinoma hepatocellular,death,associated_with,30611768,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Death is not mentioned in the provided titles."
netmedex_hybrid_rag,Q037-E18,carcinoma hepatocellular,liver neoplasms,related_to,39290403,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The term 'liver neoplasms' is not explicitly mentioned as a distinct entity related to HCC in the titles; this is an ontology artifact."
netmedex_hybrid_rag,Q037-E19,carcinoma hepatocellular,virus diseases,associated_with,16461228,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The generic term 'virus diseases' is not mentioned in the title, making this edge an unsupported generalization."
netmedex_hybrid_rag,Q037-E20,carcinoma hepatocellular,hcc,associated_with,25646384,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] HCC is merely an acronym for hepatocellular carcinoma; they are the same entity, so an association edge between them is an artifact."
netmedex_hybrid_rag,Q048-E01,melatonin,bone diseases,prevents,35056817;36520091;38083808,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles indicate melatonin promotes restoration of bone defects and acts as a cytoprotective agent in bone, supporting that it prevents or treats bone diseases."
netmedex_hybrid_rag,Q048-E02,melatonin,osteoporosis,associated_with,12562498;37907083;40452254,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly state melatonin improves postmenopausal osteoporosis and is a potential therapy for it, supporting an association."
netmedex_hybrid_rag,Q048-E03,melatonin,mapk14,inhibits,35056817;37907083,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles mention melatonin induces apoptosis 'via the BMAL1/ROS/MAPK-p38 pathway', which implies activation or utilization of MAPK14 (p38), not inhibition."
netmedex_hybrid_rag,Q048-E04,melatonin,tnfrsf11b,upregulates,12562498;38083808;40452254,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The gene TNFRSF11B (osteoprotegerin) is not mentioned in any of the supporting titles."
netmedex_hybrid_rag,Q048-E05,melatonin,arntl,upregulates,37907083,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title states melatonin induces apoptosis 'via the BMAL1... pathway', implying it positively regulates or activates ARNTL (BMAL1)."
netmedex_hybrid_rag,Q048-E06,melatonin,ctnnb1,activates,36520091,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The gene CTNNB1 (beta-catenin) is not mentioned in the supporting title."
