question_id,pmid,original_grade,final_grade,decision_basis,adjudicator,adjudicator_type,adjudication_date
Q035,35658936,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q035,41291782,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q035,28143833,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q035,35524726,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q035,40277933,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q035,31838837,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q036,26881038,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q036,21391649,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q036,22752583,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q036,21793854,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q036,31078267,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q036,31112588,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q036,33515348,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q036,31475364,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q036,29326403,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q036,32664226,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q036,34942962,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q036,34518768,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q036,31092832,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q037,35203390,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q037,20485626,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q037,32170761,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q037,23276797,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q037,33563643,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q037,36661665,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q037,29970455,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q037,22962577,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q037,27658781,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q037,24927147,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q037,28097530,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q038,15020327,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q038,10693863,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q038,10765926,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q038,17316459,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q038,22867712,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q038,21435232,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q038,29422077,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q038,27612450,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q038,34335888,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q038,23007741,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q038,19798028,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q039,26662461,2,1,Final abstract-level adjudication accepted the second-pass recommendation v1.,codex-final-adjudication,AI,2026-07-27
Q039,20172535,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q039,16501568,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q039,21774990,2,1,Final abstract-level adjudication accepted the second-pass recommendation v1.,codex-final-adjudication,AI,2026-07-27
Q039,40791036,2,1,Final abstract-level adjudication accepted the second-pass recommendation v1.,codex-final-adjudication,AI,2026-07-27
Q039,26275358,2,1,Final abstract-level adjudication accepted the second-pass recommendation v1.,codex-final-adjudication,AI,2026-07-27
Q039,28215294,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q039,25451089,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q039,32351365,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q039,22880079,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q039,23704927,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q040,28451792,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q040,32391119,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q040,32046984,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q040,41567211,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q040,34069772,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q040,41184283,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q040,36864508,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q040,38481800,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q040,39990209,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q041,32970396,2,1,Final abstract-level adjudication accepted the second-pass recommendation v1.,codex-final-adjudication,AI,2026-07-27
Q041,36331190,2,1,Final abstract-level adjudication accepted the second-pass recommendation v1.,codex-final-adjudication,AI,2026-07-27
Q041,36986825,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q041,39168099,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q041,35069210,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q041,33139635,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q041,34918381,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q041,36534320,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q042,20200272,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q042,19644886,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q042,20929536,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q042,40676520,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q042,21982596,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q042,38168103,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q042,25092341,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q042,25039885,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q043,23254930,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q043,36579934,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q043,34828359,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q043,26939933,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q043,31359456,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q043,35464490,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q043,23686772,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q043,32929691,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q044,37843843,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q044,20674311,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q044,29431520,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q044,28604618,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q044,25302702,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q044,23750556,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q044,20102704,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q044,31052341,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q045,42265098,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q045,36587502,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q045,40606832,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q045,34125470,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q045,27252647,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q045,41326666,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q045,28781108,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q046,24137428,0,0,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q046,26384306,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q046,28603543,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q046,33720241,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q047,27932986,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q047,22186243,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q048,35726597,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q048,28240263,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q048,26160841,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q048,32093031,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q049,37495732,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q049,30983140,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q049,30697920,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q049,29233682,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q049,34576234,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q049,30371263,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q049,28891814,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q049,21059352,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q050,33586672,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q050,31980603,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q050,34373550,2,1,Final abstract-level adjudication accepted the second-pass recommendation v1.,codex-final-adjudication,AI,2026-07-27
Q050,32373553,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q050,22970248,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q050,33432923,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q050,29955622,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q050,33469043,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
