question_id,pmid,relevance,original_relevance,audit_status,notes
Q036,32664226,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q036,34942962,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q036,34518768,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q036,31092832,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q037,35203390,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q037,20485626,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q037,32170761,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q037,23276797,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q037,33563643,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q037,36661665,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q037,29970455,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q037,22962577,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q037,27658781,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q037,24927147,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q037,28097530,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q038,15020327,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q038,10693863,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q038,10765926,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q038,17316459,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q038,22867712,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q038,21435232,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q038,29422077,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q038,27612450,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q038,34335888,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q038,23007741,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q038,19798028,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q039,26662461,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q039,20172535,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q039,16501568,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q039,21774990,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q039,40791036,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q039,26275358,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q039,28215294,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q039,25451089,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q039,32351365,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q039,22880079,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q039,23704927,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q040,28451792,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q040,32391119,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q040,32046984,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q040,41567211,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q040,34069772,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q040,41184283,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q040,36864508,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q040,38481800,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q040,39990209,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q041,32970396,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q041,36331190,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q041,36986825,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q041,39168099,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q041,35069210,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q041,33139635,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q041,34918381,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q041,36534320,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q042,20200272,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q042,19644886,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q042,20929536,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q042,40676520,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q042,21982596,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q042,38168103,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q042,25092341,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q042,25039885,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q043,23254930,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q043,36579934,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q043,34828359,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q043,26939933,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q043,31359456,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q043,35464490,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q043,23686772,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q043,32929691,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q044,37843843,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q044,20674311,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q044,29431520,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q044,28604618,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q044,25302702,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q044,23750556,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q044,20102704,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q044,31052341,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q045,42265098,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q045,36587502,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q045,40606832,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q045,34125470,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q045,27252647,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q045,41326666,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q045,28781108,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q046,24137428,0,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q046,26384306,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q046,28603543,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q046,33720241,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q047,27932986,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q047,22186243,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q048,35726597,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q048,28240263,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q048,26160841,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q048,32093031,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q049,37495732,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q049,30983140,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q049,30697920,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q049,29233682,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q049,34576234,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q049,30371263,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q049,28891814,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q049,21059352,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q050,33586672,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q050,31980603,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q050,34373550,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q050,32373553,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q050,22970248,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q050,33432923,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q050,29955622,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q050,33469043,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
